Word,IPA,Syllables
regionale,rˌeːɣioːnˈaːlə,reː - ɣi - oː - naː - lə
pillen,pˈɪlən,pɪ - lən
blauwe,blˈʌʊə,blʌʊ - ə
poeders,pˈudərs,pu - dərs
antillen,ˈɑntɪlən,ɑn - tɪ - lən
ingevoerd,ˈɪnɣəvˌurt,ɪn - ɣə - vurt
complete,kɔmplˈeːtə,kɔm - pleː - tə
zo,zˈoː,zoː
haalt,hˈaːlt,haːlt
verband,vərbˈɑnt,vər - bɑnt
vorig,vˈoːrəx,voː - rəx
bouwsel,bˈʌʊsəl,bʌʊ - səl
jaar,jˈaːr,jaːr
dertig,dˈɛrtəx,dɛr - təx
allemaal,ˌɑləmˈaːl,ɑ - lə - maːl
actiegroep,ˈɑksiɣrˌup,ɑk - si - ɣrup
dossiers,dɔsˈirs,dɔ - sirs
probleem,prɔblˈeːm,prɔ - bleːm
gekoppeld,ɣəkˈɔpəlt,ɣə - kɔ - pəlt
nieuw,nˈiw,niw
natuur,naːtˈyr,naː - tyr
paard,pˈaːrt,paːrt
race,(en)ɹˈeɪs(nl),(en)ɹ - e - ɪs(nl)
olympisch,oːlˈɪmpis,oː - lɪm - pis
waterland,ʋˈaːtərlˌɑnt,ʋaː - tər - lɑnt
bij,bˈɛɪ,bɛ - ɪ
als,ˈɑls,ɑls
eindigde,ˈɛɪndɪɣdə,ɛ - ɪn - dɪɣ - də
bedoeling,bədˈulˌɪŋ,bə - du - lɪŋ
openbare,ˈoːpənbˌaːrə,oː - pən - baː - rə
duidelijk,dˈœydələk,dœy - də - lək
wat,ʋˈɑt,ʋɑt
werkt,ʋˈɛrkt,ʋɛrkt
debat,dˈeːbɑt,deː - bɑt
per,pˈɛr,pɛr
twaalf,tʋˈaːlf,tʋaːlf
eigen,ˈɛɪɣən,ɛ - ɪ - ɣən
bestaan,bəstˈaːn,bə - staːn
india,ˈɪndˌiaː,ɪn - di - aː
bruid,brˈœyt,brœyt
uur,ˈyr,yr
kerk,kˈɛrk,kɛrk
groeperingen,ɣrupˈɪːrɪŋən,ɣru - pɪː - rɪŋ - ən
bestrijden,bəstrˈɛɪdən,bə - strɛ - ɪ - dən
macht,mˈɑxt,mɑxt
bekendheid,bəkˈɛndhɛɪt,bə - kɛndh - ɛ - ɪt
tijdrovende,tˈɛɪdroːvəndə,tɛ - ɪ - droː - vən - də
binnen,bˈɪnən,bɪ - nən
klassieke,klɑsˈikə,klɑ - si - kə
procedure,prˌoːseːdˈyrə,proː - seː - dy - rə
pubers,pˈybərs,py - bərs
animatie,ˌaːnimˈaːtsi,aː - ni - maːt - si
broodje,brˈoːtjə,broːt - jə
overlast,ˌoːvərlˈɑst,oː - vər - lɑst
straat,strˈaːt,straːt
belegd,bəlˈɛxt,bə - lɛxt
zorgen,zˈɔrɣən,zɔr - ɣən
ham,hˈɑm,hɑm
bedrijf,bədrˈɛɪf,bə - drɛ - ɪf
arbeiders,ˈɑrbɛɪdərs,ɑr - bɛ - ɪ - dərs
kaas,kˈaːs,kaːs
duizend,dˈœyzənt,dœy - zənt
werken,ʋˈɛrkən,ʋɛr - kən
anke,ˈɑŋkə,ɑŋ - kə
station,staːʃˈɔn,staː - ʃɔn
tegenover,tˈeːɣənˌoːvər,teː - ɣə - noː - vər
wijnglazen,ʋɛɪŋlˈaːzən,ʋɛ - ɪŋ - laː - zən
bovenste,bˈoːvənstˌeː,boː - vən - steː
gieter,ɣˈitər,ɣi - tər
plant,plˈɑnt,plɑnt
plank,plˈɑŋk,plɑŋk
trimmers,trˈɪmərs,trɪ - mərs
bereikten,bərˈɛɪktən,bə - rɛ - ɪk - tən
moedige,mˈudəɣə,mu - də - ɣə
keukenkastje,kˈøːkəŋkˌɑstʲə,køː - kəŋ - kɑstʲ - ə
eindelijk,ˈɛɪndələk,ɛ - ɪn - də - lək
top,tˈɔp,tɔp
berg,bˈɛrx,bɛrx
diepe,dˈipə,di - pə
maakte,mˈaːktə,maːk - tə
huishoudster,hˈœyshʌʊtstər,hœysh - ʌʊt - stər
tafel,tˈaːfəl,taː - fəl
buiging,bˈœyɣɪŋ,bœy - ɣɪŋ
af,ˈɑf,ɑf
vochtig,vˈɔxtəx,vɔx - təx
zakenvrouw,zˈaːkənvrˌʌʊ,zaː - kən - vrʌʊ
doekje,dˈukjə,duk - jə
verwijderen,vərʋˈɛɪdərən,vər - ʋɛ - ɪ - də - rən
stof,stˈɔf,stɔf
droeg,drˈux,drux
pantalon,pˌɑntaːlˈɔn,pɑn - taː - lɔn
grijze,ɣrˈɛɪzə,ɣrɛ - ɪ - zə
voorstelling,vˈɔːrstɛlˌɪŋ,vɔːr - stɛ - lɪŋ
jaarlijks,jˈaːrləks,jaːr - ləks
keukenhof,kˈøːkɛnhˌɔf,køː - kɛnh - ɔf
buitenlandse,bˈœytənlˌɑndsə,bœy - tən - lɑnd - sə
druk,drˈɵk,drɵk
bezocht,bəzˈɔxt,bə - zɔxt
garage,ɣaːrˈaːʒə,ɣaː - raː - ʒə
toeristen,tˈurˌɪstən,tu - rɪ - stən
fotocamera's,fˈoːtoːkˌaːmərˌaːs,foː - toː - kaː - mə - raːs
beurt,bˈøːrt,bøːrt
periodieke,pˌɪːrioːdˈikə,pɪː - ri - oː - di - kə
kees,kˈeːs,keːs
keuring,kˈøːrɪŋ,køː - rɪŋ
keurig,kˈøːrəx,køː - rəx
kocht,kˈɔxt,kɔxt
bloemen,blˈumən,blu - mən
bosje,bˈɔsjə,bɔs - jə
koning,kˈoːnɪŋ,koː - nɪŋ
doos,dˈoːs,doːs
troon,trˈoːn,troːn
bonbons,bɔnbˈɔns,bɔn - bɔns
sprookje,sprˈoːkjə,sproːk - jə
niksen,nˈɪksən,nɪk - sən
kleurde,klˈøːrdə,kløːr - də
varkenshaar,vˈɑrkɛnʃˌaːr,vɑr - kɛn - ʃaːr
klein,klˈɛɪn,klɛ - ɪn
helemaal,hˌeːləmˈaːl,heː - lə - maːl
details,deːtˈɑjs,deː - tɑjs
kraan,krˈaːn,kraːn
dorien,doːrˈin,doː - rin
druppende,drˈɵpəndə,drɵ - pən - də
keuken,kˈøːkən,køː - kən
viert,vˈirt,virt
tienjarig,tiɲˈaːrəx,tiɲ - aː - rəx
firma,fˈɪrmaː,fɪr - maː
koorts,kˈɔːrts,kɔːrts
gigantisch,ɣiɣˈɑntis,ɣi - ɣɑn - tis
bestelling,bəstˈɛlɪŋ,bə - stɛ - lɪŋ
griep,ɣrˈip,ɣrip
geduldig,ɣədˈɵldəx,ɣə - dɵl - dəx
lastige,lˈɑstəɣə,lɑ - stə - ɣə
simpel,sˈɪmpəl,sɪm - pəl
kopieerwerk,kˈoːpiˌeːrʋɛrk,koː - pi - eːr - ʋɛrk
gebruiken,ɣəbrˈœykən,ɣə - brœy - kən
uitsluitend,ˈœytslˌœytənt,œyt - slœy - tənt
kantoor,kɑntˈoːr,kɑn - toːr
marco,mˈɑrkoː,mɑr - koː
papier,paːpˈir,paː - pir
milieu,mɪljˈøː,mɪl - jøː
ongekleurd,ˌɔnɣəklˈøːrt,ɔn - ɣə - kløːrt
half,hˈɑlf,hɑlf
ieder,ˈidər,i - dər
controle,kɔntrˈoːlə,kɔn - troː - lə
lisa,lˈizaː,li - zaː
boeket,bukˈɛt,bu - kɛt
floor,flˈoːr,floːr
bezorgde,bəzˈɔrɣdə,bə - zɔrɣ - də
rozen,rˈoːzən,roː - zən
vannacht,vɑnnˈɑxt,vɑn - nɑxt
hele,hˈeːlə,heː - lə
waren,ʋˈaːrən,ʋaː - rən
twee,tʋˈeː,tʋeː
droom,drˈoːm,droːm
slangen,slˈɑŋən,slɑŋ - ən
auto's,ˈʌʊtoːs,ʌʊ - toːs
betrokken,bətrˈɔkən,bə - trɔ - kən
autoweg,ˈʌʊtoːʋˌɛx,ʌʊ - toː - ʋɛx
frontale,frɔntˈaːlə,frɔn - taː - lə
beschuldigde,bəsxˈɵldɪɣdə,bə - sxɵl - dɪɣ - də
botsing,bˈɔtsɪŋ,bɔt - sɪŋ
diefstal,dˈifstɑl,dif - stɑl
herkend,hɛrkˈɛnt,hɛr - kɛnt
theater,tˈeːaːtər,teː - aː - tər
krullen,krˈɵlən,krɵ - lən
blonde,blˈɔndə,blɔn - də
zanger,zˈɑŋər,zɑŋ - ər
trad,trˈɑt,trɑt
ahoy,ˈaːhoːˌi,aːh - oː - i
ouderwetse,ˈʌʊdərʋˌɛtsə,ʌʊ - dər - ʋɛt - sə
pruik,prˈœyk,prœyk
boerendorp,bˈurəndˌɔrp,bu - rən - dɔrp
klompen,klˈɔmpən,klɔm - pən
dorien's,doːrˈins,doː - rins
sinds,sˈɪnts,sɪnts
hier,hˈir,hir
bezoek,bəzˈuk,bə - zuk
wieg,ʋˈix,ʋix
veranderd,vərˈɑndərt,və - rɑn - dərt
lag,lˈɑx,lɑx
gebalde,ɣəbˈɑldə,ɣə - bɑl - də
knuistjes,knˈœystʲəs,knœystʲ - əs
spelen,spˈeːlən,speː - lən
slapen,slˈaːpən,slaː - pən
lette,lˈɛtə,lɛ - tə
bewegingen,bəʋˈeːɣɪŋən,bə - ʋeː - ɣɪŋ - ən
orkest,ˈɔrkɛst,ɔr - kɛst
na,nˈaː,naː
grootste,ɣrˈoːtstə,ɣroːt - stə
partij,pɑrtˈɛɪ,pɑr - tɛ - ɪ
pvda,pvdˈaː,pvdaː
verkiezingen,vərkˈizɪŋən,vər - ki - zɪŋ - ən
waarschijnlijk,ʋaːrsxˈɛɪnlək,ʋaːr - sxɛ - ɪn - lək
plein,plˈɛɪn,plɛ - ɪn
centrale,sɛntrˈaːlə,sɛn - traː - lə
rotzooi,rˈɔtzoːj,rɔt - zoːj
spanje,spˈɑɲə,spɑɲ - ə
trek,trˈɛk,trɛk
gunstige,ɣˈɵnstəɣə,ɣɵn - stə - ɣə
klimaat,klimˈaːt,kli - maːt
tegenwoordig,tˈeːɣənʋˌɔːrdəx,teː - ɣən - ʋɔːr - dəx
verjaardag,vərjˈaːrdˌɑx,vər - jaːr - dɑx
bouw,bˈʌʊ,bʌʊ
juichen,jˈœyxən,jœyx - ən
danspasjes,dˈɑnspɑsjəs,dɑn - spɑs - jəs
verrassingen,vərrˈɑsɪŋən,vər - rɑ - sɪŋ - ən
schuurtje,sxˈyrtʲə,sxyrtʲ - ə
voeten,vˈutən,vu - tən
roos,rˈoːs,roːs
bleek,blˈeːk,bleːk
karwei,kˈɑrʋɛɪ,kɑr - ʋɛ - ɪ
totale,toːtˈaːlə,toː - taː - lə
minister,mˈinɪstər,mi - nɪ - stər
beugel,bˈøːɣəl,bøː - ɣəl
benieuwd,bənˈiwt,bə - niwt
kiezers,kˈizərs,ki - zərs
percentage,pˌɛrsəntˈaːʒə,pɛr - sən - taː - ʒə
friesland,frˈislɑnt,fri - slɑnt
achttiende,ˈɑxtində,ɑx - tin - də
juni,jˈyni,jy - ni
koppel,kˈɔpəl,kɔ - pəl
verloofde,vərlˈoːvdə,vər - loːv - də
bekijkt,bəkˈɛɪkt,bə - kɛ - ɪkt
artsen,ˈɑrtsən,ɑrt - sən
belangrijke,bəlˈɑŋrɛɪkə,bə - lɑŋ - rɛ - ɪ - kə
locatie,loːkˈaːtsi,loː - kaːt - si
stad,stˈɑt,stɑt
chirurgie,ʃˌirɵrɣˈi,ʃi - rɵr - ɣi
koffie,kɔfˈi,kɔ - fi
bespreking,bəsprˈeːkɪŋ,bə - spreː - kɪŋ
buiten,bˈœytən,bœy - tən
plaats,plˈaːts,plaːts
suiker,sˈœykər,sœy - kər
riskante,rɪskˈɑntə,rɪ - skɑn - tə
kruising,krˈœyzɪŋ,krœy - zɪŋ
terrorist,tˌɛɾroːrˈɪst,tɛɾ - roː - rɪst
wisselen,ʋˈɪsələn,ʋɪ - sə - lən
uren,ˈyrən,y - rən
vervelend,vərvˈeːlənt,vər - veː - lənt
schildwacht,sxˈɪldʋɑxt,sxɪld - ʋɑxt
dwaalspoor,dʋaːlspˈoːr,dʋaːl - spoːr
poort,pˈɔːrt,pɔːrt
vervallen,vərvˈɑlən,vər - vɑ - lən
kasteel,kɑstˈeːl,kɑ - steːl
uitkijk,ˈœytkˌɛɪk,œyt - kɛ - ɪk
zingen,zˈɪŋən,zɪŋ - ən
maakten,mˈaːktən,maːk - tən
kring,krˈɪŋ,krɪŋ
stormachtige,stɔrmˈɑxtəɣə,stɔr - mɑx - tə - ɣə
teams,tˈiːms,tiːms
meerdere,mˈɪːrdərə,mɪːr - də - rə
spannende,spˈɑnəndə,spɑ - nən - də
sporthal,spˈɔrthˌɑl,spɔrth - ɑl
agenten,aːɣˈɛntən,aː - ɣɛn - tən
aantal,ˈaːntˌɑl,aːn - tɑl
reclame,rɛklˈaːmə,rɛ - klaː - mə
vechtende,vˈɛxtəndə,vɛx - tən - də
besteden,bəstˈeːdən,bə - steː - dən
halverwege,hˌɑlvərʋˈeːɣə,hɑl - vər - ʋeː - ɣə
aankoop,ˈaːnkˌoːp,aːn - koːp
lucratieve,lˌɵkraːtˈivə,lɵ - kraː - ti - və
sluiten,slˈœytən,slœy - tən
bedrijven,bədrˈɛɪvən,bə - drɛ - ɪ - vən
stakingen,stˈaːkɪŋən,staː - kɪŋ - ən
lening,lˈeːnɪŋ,leː - nɪŋ
slachthuis,slˈɑxtœys,slɑx - tœys
huidige,hˈœydəɣə,hœy - də - ɣə
flessen,flˈɛsən,flɛ - sən
stijgen,stˈɛɪɣən,stɛ - ɪ - ɣən
krijgen,krˈɛɪɣən,krɛ - ɪ - ɣən
wijn,ʋˈɛɪn,ʋɛ - ɪn
fles,flˈɛs,flɛs
vlees,vlˈeːs,vleːs
rijke,rˈɛɪkə,rɛ - ɪ - kə
prijzen,prˈɛɪzən,prɛ - ɪ - zən
cadeau,kaːdˈoː,kaː - doː
eeuwenoude,ˈeʊənˌʌʊdə,eʊ - ə - nʌʊ - də
eik,ˈɛɪk,ɛ - ɪk
witte,ʋˈɪtə,ʋɪ - tə
tuin,tˈœyn,tœyn
volop,vˈoːlɔp,voː - lɔp
opening,ˈoːpənˌɪŋ,oː - pə - nɪŋ
tulpen,tˈɵlpən,tɵl - pən
stellen,stˈɛlən,stɛ - lən
kregen,krˈeːɣən,kreː - ɣən
consumptie,kɔnsˈɵmpsi,kɔn - sɵmp - si
gedreven,ɣədrˈeːvən,ɣə - dreː - vən
bloeien,blˈujən,blu - jən
talrijke,tˈɑlrɛɪkə,tɑl - rɛ - ɪ - kə
advocaten,ˌɑdvoːkˈaːtən,ɑd - voː - kaː - tən
vragen,vrˈaːɣən,vraː - ɣən
trakteren,trɑktˈɪːrən,trɑk - tɪː - rən
vrienden,vrˈindən,vrin - dən
behaalde,bəhˈaːldə,bəh - aːl - də
gebak,ɣəbˈɑk,ɣə - bɑk
leden,lˈeːdən,leː - dən
diploma,dɪplˈoːmaː,dɪ - ploː - maː
rumoerige,rymˈurəɣə,ry - mu - rə - ɣə
beslisten,bəslˈɪstən,bə - slɪ - stən
staking,stˈaːkɪŋ,staː - kɪŋ
zetten,zˈɛtən,zɛ - tən
gooien,ɣˈoːjən,ɣoː - jən
voort,vˈɔːrt,vɔːrt
beheerder,bəhˈɪːrdər,bəh - ɪːr - dər
ergernis,ˈɛrɣərnˌɪs,ɛr - ɣər - nɪs
terrein,tˈɛɾrɛɪn,tɛɾ - rɛ - ɪn
ijslollies,ˌɛɪslɔlˈis,ɛ - ɪ - slɔ - lis
duikers,dˈœykərs,dœy - kərs
fabrikant,fˌɑbrikˈɑnt,fɑ - bri - kɑnt
hoge,hˈoːɣə,hoː - ɣə
springen,sprˈɪŋən,sprɪŋ - ən
behoefte,bəhˈuftə,bəh - uf - tə
productie,proːdˈɵksi,proː - dɵk - si
duikplank,dˈœykplɑŋk,dœyk - plɑŋk
gruwelijk,ɣrˈywələk,ɣryw - ə - lək
zwembad,zʋˈɛmbɑt,zʋɛm - bɑt
leerlingen,lˈɪːrlɪŋən,lɪːr - lɪŋ - ən
zowel,zoːʋˈɛl,zoː - ʋɛl
goud,ɣˈʌʊt,ɣʌʊt
doodzieke,doːdzˈikə,doːd - zi - kə
docenten,doːsˈɛntən,doː - sɛn - tən
verwende,vərʋˈɛndə,vər - ʋɛn - də
bidden,bˈɪdən,bɪ - dən
gehulde,ɣəhˈɵldə,ɣəh - ɵl - də
bedelaar,bˈeːdəlˌaːr,beː - də - laːr
lompen,lˈɔmpən,lɔm - pən
steelt,stˈeːlt,steːlt
groenteboer,ɣrˌuntəbˈur,ɣrun - tə - bur
vrolijke,vrˈoːləkə,vroː - lə - kə
fruit,frˈœyt,frœyt
meisjes,mˈɛɪsjəs,mɛ - ɪs - jəs
braderie,brˌaːdərˈi,braː - də - ri
uitgelaten,ˈœytɣəlˌaːtən,œyt - ɣə - laː - tən
dansen,dˈɑnsən,dɑn - sən
feestgangers,fˈeːstɣɑŋərs,feːst - ɣɑŋ - ərs
gezellige,ɣəzˈɛləɣə,ɣə - zɛ - lə - ɣə
lachwekkende,lˈɑxʋɛkəndə,lɑx - ʋɛ - kən - də
rusten,rˈɵstən,rɵ - stən
park,pˈɑrk,pɑrk
clowns,klˈɔwns,klɔwns
dronken,drˈɔŋkən,drɔŋ - kən
dwaasheden,dʋˈaːsheːdən,dʋaːsh - eː - dən
talloze,tˈɑlloːzə,tɑl - loː - zə
verzint,vərzˈɪnt,vər - zɪnt
laaiend,lˈaːjənt,laː - jənt
flauw,flˈʌʊ,flʌʊ
smoesje,smˈusjə,smus - jə
bestuurder,bəstˈyrdər,bə - styr - dər
fel,fˈɛl,fɛl
serveert,sɛrvˈɪrt,sɛr - vɪrt
ananassen,ˈaːnaːnˌɑsən,aː - naː - nɑ - sən
kokosnoten,kˌoːkɔsnˈoːtən,koː - kɔ - snoː - tən
gekleurde,ɣˈɛkløːrdə,ɣɛ - kløːr - də
vriend,vrˈint,vrint
bedenkt,bədˈɛŋkt,bə - dɛŋkt
gedicht,ɣədˈɪxt,ɣə - dɪxt
verrassen,vərrˈɑsən,vər - rɑ - sən
toepasselijk,tˈupˌɑsələk,tu - pɑ - sə - lək
kersverse,kˈɛrsfɛrsə,kɛr - sfɛr - sə
overvallers,ˌoːvərvˈɑlərs,oː - vər - vɑ - lərs
bruidspaar,brˈœydspaːr,brœyd - spaːr
diamanten,dˌiaːmˈɑntən,di - aː - mɑn - tən
restaurants,rˌɛstʌʊrˈɑnts,rɛ - stʌʊ - rɑnts
nemen,nˈeːmən,neː - mən
genoegen,ɣənˈuɣən,ɣə - nu - ɣən
handvol,hˈɑndvɔl,hɑnd - vɔl
indische,ˈɪndˌɪsə,ɪn - dɪ - sə
leest,lˈeːst,leːst
pepers,pˈeːpərs,peː - pərs
pikant,pikˈɑnt,pi - kɑnt
zondagse,zˈɔndɑxsə,zɔn - dɑx - sə
geserveerd,ɣəsɛrvˈɪrt,ɣə - sɛr - vɪrt
huiskamer,hˈœyskaːmər,hœy - skaː - mər
boekje,bˈukjə,buk - jə
krant,krˈɑnt,krɑnt
presenteert,prˌeːzɛntˈɪrt,preː - zɛn - tɪrt
dame,dˈaːmə,daː - mə
pientere,pˈintərə,pin - tə - rə
buffet,byfˈɛt,by - fɛt
lopend,lˈoːpənt,loː - pənt
china,ʃˈinaː,ʃi - naː
naaien,nˈaːjən,naː - jən
consumenten,kˌɔnsymˈɛntən,kɔn - sy - mɛn - tən
verstandige,vərstˈɑndəɣə,vər - stɑn - də - ɣə
westerse,ʋɛstˈɛrsə,ʋɛ - stɛr - sə
kleren,klˈɪːrən,klɪː - rən
vlug,vlˈɵx,vlɵx
spijbelen,spˈɛɪbələn,spɛ - ɪ - bə - lən
keuze,kˈøːzə,køː - zə
drang,drˈɑŋ,drɑŋ
overvalt,ˌoːvərvˈɑlt,oː - vər - vɑlt
drie,drˈi,dri
me,mˈə,mə
karin,kˈaːrɪn,kaː - rɪn
vertrekken,vərtrˈɛkən,vər - trɛ - kən
vocalisten,vˌoːkaːlˈɪstən,voː - kaː - lɪ - stən
indruk,ˈɪndrˌɵk,ɪn - drɵk
dijken,dˈɛɪkən,dɛ - ɪ - kən
vastgesteld,vˈɑstɣɛstəlt,vɑst - ɣɛ - stəlt
dergelijk,dˈɛrɣələk,dɛr - ɣə - lək
terug,tərˈɵx,tə - rɵx
amsterdam,ˈɑmstərdˌɑm,ɑm - stər - dɑm
dierentuin,dˈirəntˌœyn,di - rən - tœyn
kom,kˈɔm,kɔm
heropende,hɛrˈoːpəndə,hɛ - roː - pən - də
moment,moːmˈɛnt,moː - mɛnt
dorpje,dˈɔrpjə,dɔrp - jə
niets,nˈits,nits
prestatie,prɛstˈaːtsi,prɛ - staːt - si
hond,hˈɔnt,hɔnt
broertje,brˈurtʲə,brurtʲ - ə
nieuwbouw,nˈiwbʌʊ,niw - bʌʊ
jaren,jˈaːrən,jaː - rən
afhankelijke,ˈɑfhˌɑŋkələkə,ɑfh - ɑŋ - kə - lə - kə
vroegere,vrˈuɣərə,vru - ɣə - rə
positie,poːzˈitsi,poː - zit - si
veranderde,vərˈɑndərdə,və - rɑn - dər - də
past,pˈɑst,pɑst
onnodige,ɔnnˈoːdəɣə,ɔn - noː - də - ɣə
breekt,brˈeːkt,breːkt
drama,drˈaːmaː,draː - maː
los,lˈɔs,lɔs
grondstoffen,ɣrˈɔntstɔfən,ɣrɔnt - stɔ - fən
vraag,vrˈaːx,vraːx
naam,nˈaːm,naːm
ons,ˈɔns,ɔns
noemen,nˈumən,nu - mən
geldt,ɣˈɛlt,ɣɛlt
houding,hˈʌʊdɪŋ,hʌʊ - dɪŋ
congres,kɔnɣrˈɛs,kɔn - ɣrɛs
verlaging,vərlˈaːɣɪŋ,vər - laː - ɣɪŋ
reparaties,rˌeːpaːrˈaːtsis,reː - paː - raːt - sis
komende,kˈoːməndə,koː - mən - də
begin,bəɣˈɪn,bə - ɣɪn
vertrouwen,vərtrˈʌʊən,vər - trʌʊ - ən
verloren,vərlˈoːrən,vər - loː - rən
dwaling,dʋˈaːlɪŋ,dʋaː - lɪŋ
ingegeven,ˈɪnɣəɣˌeːvən,ɪn - ɣə - ɣeː - vən
grove,ɣrˈoːvə,ɣroː - və
inzinking,ˈɪnzˌɪŋkɪŋ,ɪn - zɪŋ - kɪŋ
zelfs,zˈɛlfs,zɛlfs
mentale,mɛntˈaːlə,mɛn - taː - lə
voorgenomen,vˈɔːrɣənˌoːmən,vɔːr - ɣə - noː - mən
destructie,dɛstrˈɵksi,dɛ - strɵk - si
besluit,bəslˈœyt,bə - slœyt
kerncentrale,kˌɛrnsəntrˈaːlə,kɛrn - sən - traː - lə
dodewaard,dˈoːdɛwˌaːrt,doː - dɛw - aːrt
betere,bˈeːtərə,beː - tə - rə
afgedwongen,ˈɑfɣədʋˌɔŋən,ɑf - ɣəd - ʋɔŋ - ən
europese,ˌøːroːpˈeːsə,øː - roː - peː - sə
behuizing,bəhˈœyzɪŋ,bəh - œy - zɪŋ
wanneer,ʋɑnˈɪr,ʋɑ - nɪr
lakse,lˈɑksə,lɑk - sə
eens,ˈeːns,eːns
geliefd,ɣəlˈift,ɣə - lift
regels,rˈeːɣəls,reː - ɣəls
gebied,ɣəbˈit,ɣə - bit
uitgebreid,ˈœytɣəbrˌɛɪt,œyt - ɣə - brɛ - ɪt
manier,maːnˈir,maː - nir
troepen,trˈupən,tru - pən
zeventig,zˈeːvəntəx,zeː - vən - təx
programma,proːɣrˈɑmaː,proː - ɣrɑ - maː
boeiende,bˈujəndə,bu - jən - də
popconcert,pˈɔpkɔnsˌɛrt,pɔp - kɔn - sɛrt
wereld,ʋˈɪːrəlt,ʋɪː - rəlt
komen,kˈoːmən,koː - mən
luisteraars,lˈœystərˌaːrs,lœy - stə - raːrs
miljoenen,mˈɪljunən,mɪl - ju - nən
duizenden,dˈœyzəndən,dœy - zən - dən
eeuwige,ˈeʊəɣə,eʊ - ə - ɣə
bericht,bərˈɪxt,bə - rɪxt
jeruzalem,jˈɪːryzˌaːləm,jɪː - ry - zaː - ləm
trouwe,trˈʌʊə,trʌʊ - ə
dienaren,dˈinaːrən,di - naː - rən
toe,tˈu,tu
malafide,mˈaːlaːfˌidə,maː - laː - fi - də
eisende,ˈɛɪzəndə,ɛ - ɪ - zən - də
tijd,tˈɛɪt,tɛ - ɪt
dreef,drˈeːf,dreːf
boeken,bˈukən,bu - kən
lees,lˈeːs,leːs
makelaar,maːkˈɛlaːr,maː - kɛ - laːr
bekentenis,bəkˈɛntənˌɪs,bə - kɛn - tə - nɪs
machtige,mˈɑxtəɣə,mɑx - tə - ɣə
moord,mˈɔːrt,mɔːrt
personeel,pˌɛrsoːnˈeːl,pɛr - soː - neːl
overwinning,ˌoːvərʋˈɪnɪŋ,oː - vər - ʋɪ - nɪŋ
hopelijk,hˈoːpələk,hoː - pə - lək
snel,snˈɛl,snɛl
centraal,sɛntrˈaːl,sɛn - traːl
bolivia,bˈoːlivˌiaː,boː - li - vi - aː
hawaii,hˈaːʋɑjˌi,haː - ʋɑ - ji
zuiden,zˈœydən,zœy - dən
alles,ˈɑləs,ɑ - ləs
anders,ˈɑndərs,ɑn - dərs
vandaar,vɑndˈaːr,vɑn - daːr
paar,pˈaːr,paːr
kippen,kˈɪpən,kɪ - pən
arbeidsethos,ˈɑrbɛɪdsˌɛtɔs,ɑr - bɛ - ɪd - sɛ - tɔs
staande,stˈaːndə,staːn - də
bemachtigen,bəmˈɑxtəɣən,bə - mɑx - tə - ɣən
pootjes,pˈoːtʲəs,poːtʲ - əs
daders,dˈaːdərs,daː - dərs
bijna,bˈɛɪnˌaː,bɛ - ɪ - naː
beruchte,bərˈɵxtə,bə - rɵx - tə
meldden,mˈɛldən,mɛl - dən
echter,ˈɛxtər,ɛx - tər
mis,mˈɪs,mɪs
nationaal,nˌaːʃoːnˈaːl,naː - ʃoː - naːl
bureaucratie,byrˈoːkraːtsˌi,by - roː - kraːt - si
tweede,tʋˈeːdə,tʋeː - də
deflatie,dɛflˈaːtsi,dɛ - flaːt - si
geringe,ɣərˈɪŋə,ɣə - rɪŋ - ə
japan,jˈaːpɑn,jaː - pɑn
fout,fˈʌʊt,fʌʊt
zachte,zˈɑxtə,zɑx - tə
stortte,stˈɔrtə,stɔr - tə
emmer,ˈɛmər,ɛ - mər
ploeg,plˈux,plux
plantjes,plˈɑntʲəs,plɑntʲ - əs
kwam,kʋˈɑm,kʋɑm
aarde,ˈaːrdə,aːr - də
vol,vˈɔl,vɔl
diadeem,dˌiaːdˈeːm,di - aː - deːm
bek,bˈɛk,bɛk
aanlopen,ˈaːnlˌoːpən,aːn - loː - pən
zakdoek,zɑɡdˈuk,zɑɡ - duk
stopte,stˈɔptə,stɔp - tə
ruches,rɵxˈɛs,rɵx - ɛs
natasja,nˌaːtˈɑʃaː,naː - tɑ - ʃaː
overtreders,ˌoːvərtrˈeːdərs,oː - vər - treː - dərs
rekenen,rˈeːkənən,reː - kə - nən
eerlijk,ˈɪːrlək,ɪːr - lək
broek,brˈuk,bruk
wet,ʋˈɛt,ʋɛt
proces,proːsˈɛs,proː - sɛs
onpartijdige,ɔnpɑrtˈɛɪdəɣə,ɔn - pɑr - tɛ - ɪ - də - ɣə
avondje,ˈaːvɔntjə,aː - vɔnt - jə
rechter,rˈɛxtər,rɛx - tər
kater,kˈaːtər,kaː - tər
stappen,stˈɑpən,stɑ - pən
alcohol,ˈɑlkoːhˌɔl,ɑl - koːh - ɔl
behoorlijke,bəhˈoːrləkə,bəh - oːr - lə - kə
student,stydˈɛnt,sty - dɛnt
rond,rˈɔnt,rɔnt
karige,kˈaːrəɣə,kaː - rə - ɣə
beurs,bˈøːrs,bøːrs
gulden,ɣˈɵldən,ɣɵl - dən
vierhonderd,vˈirhɔndərt,virh - ɔn - dərt
uitvallen,ˈœytvˌɑlən,œyt - vɑ - lən
