Word,IPA,FREQcount,Zipf,CELEX,Equal # of Syllables
schreien,sxrɛ - ɪ - ən,5,2.133653577250398,sxrK - j@,False
schijterij,sxɛ - ɪ - tə - rɛ - ɪ,5,2.133653577250398,sxK - t@ - rK,False
schijnproces,sxɛ - ɪn - proː - sɛs,5,2.133653577250398,sxKm - pro - sEs,False
sacherijnig,sɑx - ɪː - rɛ - ɪ - nəx,5,2.133653577250398,sA - x@ - rK - n@x,False
rijtjeshuis,rɛ - ɪtʲ - ɛsh - œys,5,2.133653577250398,rK - tj@s - hLs,False
rijststomer,rɛ - ɪst - stoː - mər,5,2.133653577250398,rKst - sto - m@r,False
rijkswachter,rɛ - ɪks - ʋɑx - tər,5,2.133653577250398,rKks - wAx - t@r,False
rijkskanselarij,rɛ - ɪk - skɑn - seː - laː - rɛ - ɪ,5,2.133653577250398,rKks - kAn - s@ - la - rK,False
rijbroek,rɛ - ɪ - bruk,5,2.133653577250398,rK - bruk,False
regeringsleider,rə - ɣɪː - rɪŋ - slɛ - ɪ - dər,5,2.133653577250398,r@ - Ge - rINs - lK - d@r,False
realiteitszin,reː - aː - li - tɛ - ɪt - sɪn,5,2.133653577250398,re - ja - li - tKt - sIn,False
raamkozijn,raːm - koː - zɛ - ɪn,5,2.133653577250398,ram - ko - zKn,False
portemonnaie,pɔr - tə - mɔ - nɑ - jə,5,2.133653577250398,pOr - t@ - mO - ne,False
plezierreis,pleː - ziɾ - rɛ - ɪs,5,2.133653577250398,pl@ - zi - rKs,False
pijniging,pɛ - ɪ - ni - ɣɪŋ,5,2.133653577250398,pK - n@ - GIN,False
pijnappel,pɛ - ɪ - nɑ - pəl,5,2.133653577250398,pKn - A - p@l,False
peilloos,pɛ - ɪl - loːs,5,2.133653577250398,pK - los,False
peigeren,pɛ - ɪ - ɣə - rən,5,2.133653577250398,pK - G@ - r@,False
passiviteit,pɑ - si - vi - tɛ - ɪt,5,2.133653577250398,pA - si - vi - tKt,False
partijcongres,pɑr - tɛ - ɪ - kɔŋ - rɛs,5,2.133653577250398,pAr - tK - kOn - GrEs,False
partijbureau,pɑr - tɛ - ɪ - by - roː,5,2.133653577250398,pAr - tK - by - ro,False
paardjerijden,paːrt - jɪː - rɛ - ɪ - dən,5,2.133653577250398,part - j@ - rK - d@,False
opportuniteit,ɔp - pɔr - ty - ni - tɛ - ɪt,5,2.133653577250398,O - pOr - ty - ni - tKt,False
onwaarschijnlijkheid,ɔn - ʋaːr - sxɛ - ɪn - lə - khɛɪt,5,2.133653577250398,On - war - sxKn - l@k - hKt,False
onvermijdelijkheid,ɔn - vər - mɛ - ɪ - də - lə - khɛɪt,5,2.133653577250398,On - v@r - mK - d@ - l@k - hKt,False
onpartijdigheid,ɔn - pɑr - tɛ - ɪ - dəx - hɛɪt,5,2.133653577250398,Om - pAr - tK - d@x - hKt,False
onheilig,ɔnh - ɛ - ɪ - ləx,5,2.133653577250398,On - hK - l@x,False
onbeschoftheid,ɔn - bə - sxɔf - tɛ - ɪt,5,2.133653577250398,Om - b@ - sxOft - hKt,False
onafhankelijkheidsoorlog,ɔ - nɑfh - ɑŋ - kə - lɛ - ɪkh - ɛ - ɪd - sɔːr - lɔx,5,2.133653577250398,On - Af - hAN - k@ - l@k - hKts - or - lOx,False
olijfboom,oː - lɛ - ɪv - boːm,5,2.133653577250398,o - lKv - bom,False
nutsbedrijf,nɵtz - bɛ - drɛ - ɪf,5,2.133653577250398,n}dz - b@ - drKf,False
normaliteit,nɔr - maː - li - tɛ - ɪt,5,2.133653577250398,nOr - ma - li - tKt,False
neerstrijken,nɪːr - strɛ - ɪ - kən,5,2.133653577250398,ner - strK - k@,False
nauwgezetheid,nʌʊ - ɣə - zɛ - tɛ - ɪt,5,2.133653577250398,nMw - G@ - zEt - hKt,False
museumdirecteur,my - zøːm - di - rɛk - tøːr,5,2.133653577250398,my - se - j}m - di - rEk - t|r,False
moezelwijn,mu - zɛl - ʋɛ - ɪn,5,2.133653577250398,mu - z@l - wKn,False
mismaaktheid,mɪ - smaːk - tɛ - ɪt,5,2.133653577250398,mIs - makt - hKt,False
minimumleeftijd,mi - ni - mɵm - leːf - tɛ - ɪt,5,2.133653577250398,mi - ni - m}m - lef - tKt,False
medelijdend,meː - də - lɛ - ɪ - dənt,5,2.133653577250398,me - d@ - lK - d@nt,False
luisterrijk,lœy - stər - rɛ - ɪk,5,2.133653577250398,lLs - t@ - rKk,False
luchtleiding,lɵxt - lɛ - ɪ - dɪŋ,5,2.133653577250398,l}xt - lK - dIN,False
longcapaciteit,lɔŋ - kaː - paː - si - tɛ - ɪt,5,2.133653577250398,lON - kA - pa - si - tKt,False
lijkrede,lɛ - ɪ - kreː - də,5,2.133653577250398,lKk - re - d@,False
lijflied,lɛ - ɪ - flit,5,2.133653577250398,lKf - lit,False
lijfeigene,lɛ - ɪ - fɛ - ɪ - ɣeː - nə,5,2.133653577250398,lKf - K - G@ - n@,False
lichtheid,lɪx - tɛ - ɪt,5,2.133653577250398,lIxt - hKt,False
levenskwaliteit,leː - vənsk - ʋaː - li - tɛ - ɪt,5,2.133653577250398,le - v@s - kwa - li - tKt,False
leidsman,lɛ - ɪd - smɑn,5,2.133653577250398,lKts - mAn,False
leadzanger,leː - ɑd - zɑŋ - ər,5,2.133653577250398,lid - sA - N@r,False
laagtij,laːx - tɛ - ɪ,5,2.133653577250398,lax - tK,False
krijgslist,krɛ - ɪx - slɪst,5,2.133653577250398,krKxs - lIst,False
krijgshaftig,krɛ - ɪxsh - ɑf - təx,5,2.133653577250398,krKxs - hAf - t@x,False
koorleider,kɔːr - lɛ - ɪ - dər,5,2.133653577250398,kor - lK - d@r,False
kleien,klɛ - ɪ - ən,5,2.133653577250398,klK - j@,False
klassenmaatschappij,klɑ - sən - maːt - sxɑ - pɛ - ɪ,5,2.133653577250398,klA - s@ - mat - sxA - pK,False
kijkglas,kɛ - ɪk - ɣlɑs,5,2.133653577250398,kKk - xlAs,False
kijkdag,kɛ - ɪɡ - dɑx,5,2.133653577250398,kKg - dAx,False
kandidatenlijst,kɑn - di - daː - tən - lɛ - ɪst,5,2.133653577250398,kAn - di - da - t@ - lKst,False
jolijt,joː - lɛ - ɪt,5,2.133653577250398,jo - lKt,False
jachtterrein,jɑx - tər - rɛ - ɪn,5,2.133653577250398,jAx - tE - rKn,False
jaargetij,jaːr - ɣə - tɛ - ɪ,5,2.133653577250398,jar - G@ - tK,False
illegaliteit,ɪ - lə - ɣaː - li - tɛ - ɪt,5,2.133653577250398,I - l@ - Ga - li - tKt,False
ijzel,ɛ - ɪ - zəl,5,2.133653577250398,K - z@l,False
ijsvlakte,ɛ - ɪs - flɑk - tə,5,2.133653577250398,Ks - flAk - t@,False
ijsrevue,ɛ - ɪs - rə - vy - ə,5,2.133653577250398,Ks - r@ - vy,False
hermelijn,hɛr - meː - lɛ - ɪn,5,2.133653577250398,hEr - m@ - lKn,False
heien,hɛ - ɪ - ən,5,2.133653577250398,hK - j@,False
hardrijder,hɑr - drɛ - ɪ - dər,5,2.133653577250398,hArd - rK - d@r,False
guerrillaoorlog,ɣy - ər - rɪ - laː - ɔːr - lɔx,5,2.133653577250398,g@ - ril - ja - or - lOx,False
grijzen,ɣrɛ - ɪ - zən,5,2.133653577250398,xrK - z@,False
grijnslach,ɣrɛ - ɪn - slɑx,5,2.133653577250398,xrKns - lAx,False
glijvlucht,ɣlɛ - ɪ - vlɵxt,5,2.133653577250398,xlK - vl}xt,False
glansrijk,ɣlɑns - rɛ - ɪk,5,2.133653577250398,xlAns - rKk,False
gifpijl,ɣɪf - pɛ - ɪl,5,2.133653577250398,xIf - pKl,False
gietijzeren,ɣi - tɛ - ɪ - zɪː - rən,5,2.133653577250398,xit - K - ze - r@,False
geveinsde,ɣə - vɛ - ɪnz - də,5,2.133653577250398,x@ - vKnz - d@,False
geleidehond,ɣə - lɛ - ɪ - dəh - ɔnt,5,2.133653577250398,x@ - lK - d@ - hOnt,False
gehechtheid,ɣəh - ɛx - tɛ - ɪt,5,2.133653577250398,x@ - hExt - hKt,False
gedragslijn,ɣə - drɑx - slɛ - ɪn,5,2.133653577250398,x@ - drAxs - lKn,False
frontlijn,frɔnt - lɛ - ɪn,5,2.133653577250398,frOnt - lKn,False
fijnmalen,fɛ - ɪn - maː - lən,5,2.133653577250398,fKn - ma - l@,False
feature,feː - aː - ty - rə,5,2.133653577250398,fi - tS@r,False
fauteuil,fʌʊ - tøː - ɪl,5,2.133653577250398,fo - tL,False
familiegelijkenis,faː - mi - li - ɣə - lɛ - ɪ - kə - nɪs,5,2.133653577250398,fa - mi - li - G@ - lK - k@ - nIs,False
fabrieksarbeider,fɑ - brik - sɑr - bɛ - ɪ - dər,5,2.133653577250398,fA - briks - Ar - bK - d@r,False
elektriciteitskabel,eː - lɛk - tri - si - tɛ - ɪt - skaː - bəl,5,2.133653577250398,e - lEk - tri - si - tKts - ka - b@l,False
eisprong,ɛ - ɪ - sprɔŋ,5,2.133653577250398,K - sprON,False
eins,ɛ - ɪns,5,2.133653577250398,Kns,False
eindsignaal,ɛ - ɪnd - sɪɲ - aːl,5,2.133653577250398,Knt - sIn - jal,False
eindfase,ɛ - ɪnd - faː - sə,5,2.133653577250398,Knt - fa - z@,False
eilandengroep,ɛ - ɪ - lɑn - dəŋ - rup,5,2.133653577250398,K - lAn - d@ - Grup,False
eigengemaakt,ɛ - ɪ - ɣəŋ - eː - maːkt,5,2.133653577250398,K - G@ - G@ - makt,False
drijfjacht,drɛ - ɪf - jɑxt,5,2.133653577250398,drKf - jAxt,False
donkergrijs,dɔŋ - kər - ɣrɛ - ɪs,5,2.133653577250398,dON - k@r - GrKs,False
districtswedstrijd,dɪ - strɪkts - ʋɛt - strɛ - ɪt,5,2.133653577250398,dIs - trIkts - wEt - strKt,False
dies,dis,5,2.133653577250398,di - jEs,False
dienstweigeraar,dinst - ʋɛ - ɪ - ɣə - raːr,5,2.133653577250398,dinst - wK - G@ - rar,False
dagreis,dɑ - ɣrɛ - ɪs,5,2.133653577250398,dAG - rKs,False
conformiteit,kɔn - fɔr - mi - tɛ - ɪt,5,2.133653577250398,kOn - fOr - mi - tKt,False
cijns,sɛ - ɪns,5,2.133653577250398,sKns,False
cichorei,sɪx - oː - rɛ - ɪ,5,2.133653577250398,si - xo - rK,False
bruutheid,bry - tɛ - ɪt,5,2.133653577250398,bryt - hKt,False
broekschijter,bruk - sxɛ - ɪ - tər,5,2.133653577250398,bruk - sxK - t@r,False
breiwerk,brɛ - ɪ - ʋɛrk,5,2.133653577250398,brK - wErk,False
breinaald,brɛ - ɪ - naːlt,5,2.133653577250398,brK - nalt,False
bouwstijl,bʌʊ - stɛ - ɪl,5,2.133653577250398,bMw - stKl,False
bodemprijs,boː - dɛm - prɛ - ɪs,5,2.133653577250398,bo - d@m - prKs,False
bloementapijt,blu - mən - taː - pɛ - ɪt,5,2.133653577250398,blu - m@ - ta - pKt,False
bijspijkeren,bɛ - ɪ - spɛ - ɪ - kə - rən,5,2.133653577250398,bK - spK - k@ - r@,False
bijklank,bɛ - ɪ - klɑŋk,5,2.133653577250398,bK - klANk,False
bijhebben,bɛ - ɪh - ɛ - bən,5,2.133653577250398,bK - hE - b@,False
bijenwas,bɛ - ɪ - ɛn - ʋɑs,5,2.133653577250398,bK - j@ - wAs,False
bijenhouder,bɛ - ɪ - ɛnh - ʌʊ - dər,5,2.133653577250398,bK - j@ - hM - d@r,False
bijbetalen,bɛ - ɪ - bə - taː - lən,5,2.133653577250398,bK - b@ - ta - l@,False
bijbelcitaat,bɛ - ɪ - bəl - si - taːt,5,2.133653577250398,bK - b@l - si - tat,False
betonijzer,bə - toː - nɛ - ɪ - zər,5,2.133653577250398,b@ - tOn - K - z@r,False
beignet,bə - ɪɣ - nɛt,5,2.133653577250398,b@n - je,False
bedrijfsterrein,bə - drɛ - ɪf - stɛɾ - rɛ - ɪn,5,2.133653577250398,b@ - drKfs - tE - rKn,False
bedrijfsongeval,bə - drɛ - ɪf - sɔn - ɣə - vɑl,5,2.133653577250398,b@ - drKfs - ON - G@ - vAl,False
baleinen,baː - lɛ - ɪ - nən,5,2.133653577250398,ba - lK - n@,False
baldakijn,bɑl - daː - kɛ - ɪn,5,2.133653577250398,bAl - da - kKn,False
atoomtijdperk,aː - toːm - tɛ - ɪd - pɛrk,5,2.133653577250398,a - tom - tKt - pErk,False
arbeidsomstandigheden,ɑr - bɛ - ɪd - sɔm - stɑn - dɪxh - eː - dən,5,2.133653577250398,Ar - bKts - Om - stAn - d@x - he - d@,False
aquamarijn,aːk - vaː - maː - rɛ - ɪn,5,2.133653577250398,a - kwa - ma - rKn,False
afschrijving,ɑfsx - rɛ - ɪ - vɪŋ,5,2.133653577250398,Af - sxrK - vIN,False
afpeigeren,ɑf - pɛ - ɪ - ɣə - rən,5,2.133653577250398,Af - pK - G@ - r@,False
afleider,ɑ - flɛ - ɪ - dər,5,2.133653577250398,Af - lK - d@r,False
achterkleindochter,ɑx - tər - klɛ - ɪn - dɔx - tər,5,2.133653577250398,Ax - t@r - klKn - dOx - t@r,False
zwijnestal,zʋɛ - ɪ - nɛ - stɑl,4,2.054472331202773,zwK - n@ - stAl,False
zwijgzaamheid,zʋɛ - ɪɣ - zaː - mhɛɪt,4,2.054472331202773,zwKx - sam - hKt,False
zwaarlijvigheid,zʋaːr - lɛ - ɪ - vəx - hɛɪt,4,2.054472331202773,zwar - lK - v@x - hKt,False
zuivelbedrijf,zœy - vɛl - bɛ - drɛ - ɪf,4,2.054472331202773,zL - v@l - b@ - drKf,False
zonnewijzer,zɔ - nə - ʋɛ - ɪ - zər,4,2.054472331202773,zO - n@ - wK - z@r,False
zindelijkheidstraining,zɪn - də - lɛ - ɪ - khɛɪt - strɑj - nɪŋ,4,2.054472331202773,zIn - d@ - l@k - hKts - tre - nIN,False
zijrivier,zɛ - ɪ - ri - vir,4,2.054472331202773,zK - ri - vir,False
zijraam,zɛ - ɪ - raːm,4,2.054472331202773,zK - ram,False
ziekenhuisterrein,zi - kɛnh - œy - stər - rɛ - ɪn,4,2.054472331202773,zi - k@ - hLs - tE - rKn,False
zelfverheerlijking,zɛlf - vərh - ɪːr - lɛ - ɪ - kɪŋ,4,2.054472331202773,zEl - f@r - her - l@ - kIN,False
zelfreinigend,zɛl - frɛ - ɪ - ni - ɣənt,4,2.054472331202773,zElf - rK - n@ - G@nt,False
zeilmaker,zɛ - ɪl - maː - kər,4,2.054472331202773,zKl - ma - k@r,False
zangwedstrijd,zɑŋ - ʋɛt - strɛ - ɪt,4,2.054472331202773,zAN - wEt - strKt,False
zaaitijd,zaːj - tɛ - ɪt,4,2.054472331202773,zaj - tKt,False
worstelwedstrijd,ʋɔr - stɛl - ʋɛt - strɛ - ɪt,4,2.054472331202773,wOr - st@l - wEt - strKt,False
woestijnzand,ʋu - stɛ - ɪn - zɑnt,4,2.054472331202773,wus - tKn - zAnt,False
woestheid,ʋu - stɛ - ɪt,4,2.054472331202773,wust - hKt,False
windwijzer,ʋɪnd - ʋɛ - ɪ - zər,4,2.054472331202773,wInd - wK - z@r,False
wijnzaak,ʋɛ - ɪn - zaːk,4,2.054472331202773,wKn - zak,False
wijnsaus,ʋɛ - ɪn - sʌʊs,4,2.054472331202773,wKn - sMs,False
wijdbeens,ʋɛ - ɪd - beːns,4,2.054472331202773,wKd - bens,False
werkloosheidsuitkering,ʋɛr - kloːsh - ɛ - ɪd - sœyt - kɪː - rɪŋ,4,2.054472331202773,wErk - los - hKts - Lt - ke - rIN,False
welzijnswerker,ʋɛl - zɛ - ɪns - ʋɛr - kər,4,2.054472331202773,wEl - zKns - wEr - k@r,False
wegleiden,ʋɛ - ɣlɛ - ɪ - dən,4,2.054472331202773,wEG - lK - d@,False
wandtapijt,ʋɑn - taː - pɛ - ɪt,4,2.054472331202773,wAn - ta - pKt,False
wanbeleid,ʋɑn - bə - lɛ - ɪt,4,2.054472331202773,wAm - b@ - lKt,False
vrijstaat,vrɛ - ɪ - staːt,4,2.054472331202773,vrK - stat,False
vrijplaats,vrɛ - ɪ - plaːts,4,2.054472331202773,vrK - plats,False
vrijheidsberoving,vrɛ - ɪh - ɛ - ɪdz - bɪː - roː - vɪŋ,4,2.054472331202773,vrK - hKdz - b@ - ro - vIN,False
vrijgezellenflat,vrɛ - ɪ - ɣə - zɛ - lən - flɑt,4,2.054472331202773,vrK - G@ - zE - l@ - flEt,False
vrijerij,vrɛ - ɪ - ə - rɛ - ɪ,4,2.054472331202773,vrK - j@ - rK,False
vrijdenker,vrɛ - ɪ - dɛŋ - kər,4,2.054472331202773,vrK - dEN - k@r,False
vredesprijs,vreː - dɛ - sprɛ - ɪs,4,2.054472331202773,vre - d@s - prKs,False
vrachtrijder,vrɑx - trɛ - ɪ - dər,4,2.054472331202773,vrAxt - rK - d@r,False
voorzeil,vɔːr - zɛ - ɪl,4,2.054472331202773,vor - zKl,False
voorbijrijden,vɔːr - bɛ - ɪ - rɛ - ɪ - dən,4,2.054472331202773,vor - bK - rK - d@,False
voorbijpraten,vɔːr - bɛ - ɪ - praː - tən,4,2.054472331202773,vor - bK - pra - t@,False
voorbereidingstijd,vɔːr - bɪː - rɛ - ɪ - dɪŋ - stɛ - ɪt,4,2.054472331202773,vor - b@ - rK - dINs - tKt,False
vloedlijn,vlud - lɛ - ɪn,4,2.054472331202773,vlud - lKn,False
vlij,vlɛ - ɪ,4,2.054472331202773,vlK,False
vijfjarenplan,vɛ - ɪf - jaː - rɛn - plɑn,4,2.054472331202773,vKf - ja - r@ - plAn,False
verkoopprijs,vər - koː - prɛ - ɪs,4,2.054472331202773,vEr - ko - prKs,False
verkiezingsstrijd,vər - ki - zɪŋ - strɛ - ɪt,4,2.054472331202773,v@r - ki - zIN - strKt,False
verhoudingsgewijs,vərh - ʌʊ - dɪŋ - sxə - ʋɛ - ɪs,4,2.054472331202773,v@r - hM - dINs - x@ - wKs,False
verbijten,vər - bɛ - ɪ - tən,4,2.054472331202773,v@r - bK - t@,False
verbijsteren,vər - bɛ - ɪ - stɪː - rən,4,2.054472331202773,v@r - bKs - t@ - r@,False
veiligheidsvoorschrift,vɛ - ɪ - lɪxh - ɛ - ɪd - sfɔːrsx - rɪft,4,2.054472331202773,vK - l@x - hKts - for - sxrIft,False
veiligheidsslot,vɛ - ɪ - lɪxh - ɛ - ɪd - slɔt,4,2.054472331202773,vK - l@x - hKt - slOt,False
vastbijten,vɑst - bɛ - ɪ - tən,4,2.054472331202773,vAzd - bK - t@,False
valsmunterij,vɑl - smɵn - tə - rɛ - ɪ,4,2.054472331202773,vAls - m}n - t@ - rK,False
valsemunterij,vɑl - sə - mɵn - tə - rɛ - ɪ,4,2.054472331202773,vAl - s@ - m}n - t@ - rK,False
vakantieboerderij,vaː - kɑnt - si - bur - də - rɛ - ɪ,4,2.054472331202773,va - kAn - si - bur - d@ - rK,False
universiteitsraad,y - ni - vɛr - si - tɛ - ɪts - raːt,4,2.054472331202773,y - ni - vEr - zi - tKts - rat,False
uitsmijten,œyt - smɛ - ɪ - tən,4,2.054472331202773,Lt - smK - t@,False
uitscheiding,œyt - sxɛ - ɪ - dɪŋ,4,2.054472331202773,Lt - sxK - dIN,False
uitlaatpijp,œyt - laːt - pɛ - ɪp,4,2.054472331202773,Lt - lat - pKp,False
uitgestrektheid,œyt - ɣə - strɛk - tɛ - ɪt,4,2.054472331202773,Lt - x@ - strEkt - hKt,False
uitdijen,œyt - dɛ - ɪ - ən,4,2.054472331202773,L - dK - j@,False
typekamer,ti - pə - kaː - mər,4,2.054472331202773,tip - ka - m@r,False
troonsbestijging,troːnz - bɛ - stɛ - ɪ - ɣɪŋ,4,2.054472331202773,tronz - b@ - stK - GIN,False
triestheid,tri - stɛ - ɪt,4,2.054472331202773,trist - hKt,False
treinstel,trɛ - ɪn - stɛl,4,2.054472331202773,trKn - stEl,False
topzeil,tɔp - zɛ - ɪl,4,2.054472331202773,tOp - sKl,False
toiletjuffrouw,toː - i - lɛtʲ - ɵ - frʌʊ,4,2.054472331202773,twA - lEt - j} - frMw,False
toiletdeur,toː - i - lɛ - tøːr,4,2.054472331202773,twA - lE - d|r,False
toereiken,tu - rɛ - ɪ - kən,4,2.054472331202773,tu - rK - k@,False
titanenstrijd,ti - taː - nɛn - strɛ - ɪt,4,2.054472331202773,ti - ta - n@ - strKt,False
tijdshorizon,tɛ - ɪdsh - oː - ri - zɔn,4,2.054472331202773,tKts - ho - ri - zOn,False
tijdschakelaar,tɛ - ɪd - sxaː - kɛ - laːr,4,2.054472331202773,tKt - sxa - k@ - lar,False
tijdgebrek,tɛ - ɪd - ɣɛ - brɛk,4,2.054472331202773,tKt - x@ - brEk,False
terreinknecht,tɛɾ - rɛ - ɪŋk - nɛxt,4,2.054472331202773,tE - rKN - knExt,False
televisiemaatschappij,teː - lə - vi - zi - maːt - sxɑ - pɛ - ɪ,4,2.054472331202773,te - l@ - vi - zi - mat - sxA - pK,False
teistering,tɛ - ɪ - stə - rɪŋ,4,2.054472331202773,tKs - t@ - rIN,False
tegenbewijs,teː - ɣən - bə - ʋɛ - ɪs,4,2.054472331202773,te - G@ - b@ - wKs,False
taupe,tʌʊ - pə,4,2.054472331202773,top,False
tapijtwinkel,taː - pɛ - ɪt - ʋɪŋ - kɛl,4,2.054472331202773,ta - pKt - wIN - k@l,False
synecdoche,si - nɛk - dɔʃ,4,2.054472331202773,si - nEg - dO - xe,False
surveillancewagen,sɵr - vɛ - ɪ - lɑn - sə - ʋaː - ɣən,4,2.054472331202773,s}r - vK - jAn - s@ - wa - G@,False
strijkkwartet,strɛ - ɪk - ʋɑr - tɛt,4,2.054472331202773,strK - kwAr - tEt,False
strijkbout,strɛ - ɪk - bʌʊt,4,2.054472331202773,strKg - bMt,False
strijdvaardigheid,strɛ - ɪd - vaːr - dəx - hɛɪt,4,2.054472331202773,strKt - far - d@x - hKt,False
strijdmakker,strɛ - ɪd - mɑ - kər,4,2.054472331202773,strKd - mA - k@r,False
strijdlied,strɛ - ɪd - lit,4,2.054472331202773,strKd - lit,False
streaken,streː - aː - kən,4,2.054472331202773,stri - k@,False
stortingsbewijs,stɔr - tɪŋz - bə - ʋɛ - ɪs,4,2.054472331202773,stOr - tINz - b@ - wKs,False
stiptheidsactie,stɪp - tɛ - ɪd - sɑk - si,4,2.054472331202773,stIpt - hKts - Ak - si,False
stijfkoppigheid,stɛ - ɪf - kɔ - pəx - hɛɪt,4,2.054472331202773,stKf - kO - p@x - hKt,False
steentijdperk,steːn - tɛ - ɪd - pɛrk,4,2.054472331202773,sten - tKt - pErk,False
staatsloterij,staːt - sloː - tə - rɛ - ɪ,4,2.054472331202773,stats - lo - t@ - rK,False
spotternij,spɔ - tər - nɛ - ɪ,4,2.054472331202773,spO - t@r - nK,False
sportterrein,spɔrt - tɛɾ - rɛ - ɪn,4,2.054472331202773,spOr - tE - rKn,False
spoorwegmaatschappij,spɔːr - ʋɛɣ - maːt - sxɑ - pɛ - ɪ,4,2.054472331202773,spor - wEG - mat - sxA - pK,False
spijsverteringskanaal,spɛ - ɪ - sfər - tɪː - rɪŋ - skaː - naːl,4,2.054472331202773,spKs - f@r - te - rINs - ka - nal,False
spelleider,spɛ - lɛ - ɪ - dər,4,2.054472331202773,spE - lK - d@r,False
soit,soː - ɪt,4,2.054472331202773,swa,False
snelheidsbeperking,snɛlh - ɛ - ɪdz - beː - pər - kɪŋ,4,2.054472331202773,snEl - hKdz - b@ - pEr - kIN,False
smeedijzer,smeː - dɛ - ɪ - zər,4,2.054472331202773,smed - K - z@r,False
slijpschijf,slɛ - ɪp - sxɛ - ɪf,4,2.054472331202773,slKp - sxKf,False
seniliteit,seː - ni - li - tɛ - ɪt,4,2.054472331202773,se - ni - li - tKt,False
seider,sɛ - ɪ - dər,4,2.054472331202773,sK - d@r,False
secondewijzer,sə - kɔn - də - ʋɛ - ɪ - zər,4,2.054472331202773,s@ - kOn - d@ - wK - z@r,False
schrijverij,sxrɛ - ɪ - və - rɛ - ɪ,4,2.054472331202773,sxrK - v@ - rK,False
schrijnwerker,sxrɛ - ɪn - ʋɛr - kər,4,2.054472331202773,sxrKn - wEr - k@r,False
schrijfwijze,sxrɛ - ɪf - ʋɛ - ɪ - zə,4,2.054472331202773,sxrKf - wK - z@,False
schrijfgerei,sxrɛ - ɪf - ɣɪː - rɛ - ɪ,4,2.054472331202773,sxrKf - x@ - rK,False
schrijffout,sxrɛ - ɪ - fʌʊt,4,2.054472331202773,sxrK - fMt,False
schoenmakerij,sxun - maː - kə - rɛ - ɪ,4,2.054472331202773,sxun - ma - k@ - rK,False
schijfschieten,sxɛ - ɪf - sxi - tən,4,2.054472331202773,sxKf - sxi - t@,False
scheidingsangst,sxɛ - ɪ - dɪŋ - sɑŋst,4,2.054472331202773,sxK - dINs - ANst,False
schapenfokkerij,sxaː - pən - fɔ - kə - rɛ - ɪ,4,2.054472331202773,sxa - p@ - fO - k@ - rK,False
schafttijd,sxɑf - tɛ - ɪt,4,2.054472331202773,sxAf - tKt,False
schaduwrijk,sxaː - dyʊ - rɛ - ɪk,4,2.054472331202773,sxa - dyw - rKk,False
rijksdienst,rɛ - ɪkz - dinst,4,2.054472331202773,rKgz - dinst,False
riddertijd,rɪ - dər - tɛ - ɪt,4,2.054472331202773,rI - d@r - tKt,False
researchteam,reː - zə - ɑrx - tiːm,4,2.054472331202773,ri - s}rtS - tim,False
reislust,rɛ - ɪ - slɵst,4,2.054472331202773,rKs - l}st,False
reisdoel,rɛ - ɪz - dul,4,2.054472331202773,rKz - dul,False
reclametijd,rə - klaː - mə - tɛ - ɪt,4,2.054472331202773,r@ - kla - m@ - tKt,False
puriteins,py - ri - tɛ - ɪns,4,2.054472331202773,py - ri - tKns,False
prijzenoorlog,prɛ - ɪ - zə - nɔːr - lɔx,4,2.054472331202773,prK - z@ - or - lOx,False
prijswinnaar,prɛ - ɪs - ʋɪ - naːr,4,2.054472331202773,prKs - wI - nar,False
prijsverhoging,prɛ - ɪ - sfərh - oː - ɣɪŋ,4,2.054472331202773,prKs - f@r - ho - GIN,False
prijsopgave,prɛ - ɪ - sɔp - ɣaː - və,4,2.054472331202773,prKs - Op - xa - v@,False
prijken,prɛ - ɪ - kən,4,2.054472331202773,prK - k@,False
priesterwijding,pri - stər - ʋɛ - ɪ - dɪŋ,4,2.054472331202773,pris - t@r - wK - dIN,False
polaroidcamera,poː - laː - roː - ɪd - kaː - mə - raː,4,2.054472331202773,po - la - rOjt - ka - m@ - ra,False
poedelprijs,pu - dɛl - prɛ - ɪs,4,2.054472331202773,pu - d@l - prKs,False
plaatwerkerij,plaːt - ʋər - kə - rɛ - ɪ,4,2.054472331202773,plat - wEr - k@ - rK,False
plaatsaanwijzer,plaːt - saːn - ʋɛ - ɪ - zər,4,2.054472331202773,plats - an - wK - z@r,False
pijptabak,pɛ - ɪp - taː - bɑk,4,2.054472331202773,pKp - ta - bAk,False
pijpfitter,pɛ - ɪp - fɪ - tər,4,2.054472331202773,pKp - fI - t@r,False
pensioenleeftijd,pɛn - ʃun - leːf - tɛ - ɪt,4,2.054472331202773,pEn - Sun - lef - tKt,False
orkestleider,ɔr - kɛst - lɛ - ɪ - dər,4,2.054472331202773,Or - kEst - lK - d@r,False
opleider,ɔ - plɛ - ɪ - dər,4,2.054472331202773,Op - lK - d@r,False
opgewektheid,ɔp - ɣə - ʋɛk - tɛ - ɪt,4,2.054472331202773,Op - x@ - wEkt - hKt,False
oorvijg,ɔːr - vɛ - ɪx,4,2.054472331202773,or - vKx,False
ontwijking,ɔnt - ʋɛ - ɪ - kɪŋ,4,2.054472331202773,Ont - wK - kIN,False
ontwijding,ɔnt - ʋɛ - ɪ - dɪŋ,4,2.054472331202773,Ont - wK - dIN,False
