Word,IPA,FREQcount,Zipf,CELEX
dooreen,dɔː - reːn,8,2.30974483630608,dor - en
doodzwijgen,doːdz - ʋɛ - ɪ - ɣən,8,2.30974483630608,dot - swK - G@
doodskop,doːd - skɔp,8,2.30974483630608,dots - kOp
donkerblond,dɔŋ - kər - blɔnt,8,2.30974483630608,dON - k@r - blOnt
dompel,dɔm - pəl,8,2.30974483630608,dOm - p@l
dommel,dɔ - məl,8,2.30974483630608,dO - m@l
doelmatig,dul - maː - təx,8,2.30974483630608,dul - ma - t@x
dodenwake,doː - dɛn - ʋaː - kə,8,2.30974483630608,do - d@ - wa - k@
dodenmasker,doː - dən - mɑ - skər,8,2.30974483630608,do - d@ - mAs - k@r
dodenmars,doː - dən - mɑrs,8,2.30974483630608,do - d@ - mArs
dobbel,dɔ - bəl,8,2.30974483630608,dO - b@l
diskwalificeren,dɪsk - ʋaː - li - fi - sɪː - rən,8,2.30974483630608,dIs - kwa - li - fi - se - r@
directiekamer,di - rɛk - ti - kaː - mər,8,2.30974483630608,di - rEk - si - ka - m@r
diplomatisch,dɪ - ploː - maː - tis,8,2.30974483630608,di - plo - ma - tis
dioxine,di - ɔk - si - nə,8,2.30974483630608,di - jOk - si - n@
dilettant,di - lɛ - tɑnt,8,2.30974483630608,di - lE - tAnt
dieselolie,di - zə - loː - li,8,2.30974483630608,di - s@l - o - li
dierenwereld,di - rɛn - ʋɪː - rəlt,8,2.30974483630608,di - r@ - we - r@lt
dienstknecht,dinstk - nɛxt,8,2.30974483630608,dinst - knExt
dictatorschap,dɪk - taː - tɔr - sxɑp,8,2.30974483630608,dIk - ta - tOr - sxAp
dichterlijk,dɪx - tər - lək,8,2.30974483630608,dIx - t@r - l@k
diamantslijper,di - aː - mɑnt - slɛ - ɪ - pər,8,2.30974483630608,di - ja - mAnt - slK - p@r
deurklink,døːr - klɪŋk,8,2.30974483630608,d|r - klINk
desintegreren,deː - zɪn - tɛ - ɣrɪː - rən,8,2.30974483630608,dEs - In - t@ - Gre - r@
dertienduizend,dɛr - tin - dœy - zənt,8,2.30974483630608,dEr - tin - dL - z@nt
dekzeil,dɛk - zɛ - ɪl,8,2.30974483630608,dEk - sKl
defibrilleren,deː - fɪ - brɪ - lɪː - rən,8,2.30974483630608,de - fi - bri - le - r@
deerne,dɪːr - nə,8,2.30974483630608,der - n@
deeltijd,deːl - tɛ - ɪt,8,2.30974483630608,del - tKt
decharge,dɛx - ɑr - ɣə,8,2.30974483630608,de - SAr - Z@
dattum,dɑ - tɵm,8,2.30974483630608,dA - t}m
darwinisme,dɑr - ʋi - nɪ - smə,8,2.30974483630608,dAr - wi - nIs - m@
dankbetuiging,dɑŋk - bə - tœy - ɣɪŋ,8,2.30974483630608,dANg - b@ - tL - GIN
dakpan,dɑk - pɑn,8,2.30974483630608,dAk - pAn
dagploeg,dɑx - plux,8,2.30974483630608,dAx - plux
dagloner,dɑ - ɣloː - nər,8,2.30974483630608,dAG - lo - n@r
daarginder,daːr - ɣɪn - dər,8,2.30974483630608,dar - GIn - d@r
daadkrachtig,daːd - krɑx - təx,8,2.30974483630608,dat - krAx - t@x
cyrillisch,si - rɪ - lis,8,2.30974483630608,si - rI - lis
curiositeit,ky - ri - oː - zi - tɛ - ɪt,8,2.30974483630608,ky - ri - jo - zi - tKt
cultuurbarbaar,kɵl - tyr - bɑr - baːr,8,2.30974483630608,k}l - tyr - bAr - bar
culinair,ky - li - nɛr,8,2.30974483630608,ky - li - n)r
cryptogram,krɪp - tɔ - ɣrɑm,8,2.30974483630608,krIp - to - GrAm
crawl,krɑwl,8,2.30974483630608,kr<l
cranberry,krɑn - bər - ri,8,2.30974483630608,krEm - b@ - ri
couchette,ku - ʃɛt,8,2.30974483630608,ku - SEt
copulatie,koː - py - laːt - si,8,2.30974483630608,ko - py - la - tsi
convergentie,kɔn - vər - ɣɛnt - si,8,2.30974483630608,kOn - v@r - GEn - si
contradictie,kɔn - traː - dɪk - si,8,2.30974483630608,kOn - tra - dIk - si
continentaal,kɔn - ti - nən - taːl,8,2.30974483630608,kOn - ti - nEn - tal
constatering,kɔn - staː - tɪː - rɪŋ,8,2.30974483630608,kOn - sta - te - rIN
consolideren,kɔn - soː - li - dɪː - rən,8,2.30974483630608,kOn - so - li - de - r@
congrescentrum,kɔn - ɣrɛs - sɛn - trɵm,8,2.30974483630608,kON - GrE - sEn - tr}m
conglomeraat,kɔŋ - loː - mɪː - raːt,8,2.30974483630608,kON - Glo - m@ - rat
confirmatie,kɔn - fɪr - maːt - si,8,2.30974483630608,kOn - fIr - ma - tsi
conferentiezaal,kɔn - fɪː - rɛn - ti - zaːl,8,2.30974483630608,kOn - f@ - rEn - si - zal
concours,kɔn - kʌʊrs,8,2.30974483630608,kON - kur
concilie,kɔn - si - li,8,2.30974483630608,kOn - si - li
computertechnologie,kɔmp - ju - tər - tɛx - noː - loː - ɣi,8,2.30974483630608,kOm - pju - t@r - tEx - no - lo - Gi
compliceren,kɔm - pli - sɪː - rən,8,2.30974483630608,kOm - pli - se - r@
communicatiestoornis,kɔ - my - ni - kaː - ti - stoːr - nɪs,8,2.30974483630608,kO - my - ni - ka - tsi - stor - nIs
commentator,kɔ - mən - taː - tɔr,8,2.30974483630608,kO - mEn - ta - tOr
comateus,koː - maː - tøːs,8,2.30974483630608,ko - ma - t|s
collectebus,kɔ - lɛk - teː - bɵs,8,2.30974483630608,kO - lEk - t@ - b}s
cokes,koː - kəs,8,2.30974483630608,koks
coderen,koː - dɪː - rən,8,2.30974483630608,ko - de - r@
clipper,klɪ - pər,8,2.30974483630608,klI - p@r
cirkelzaag,sɪr - kɛl - zaːx,8,2.30974483630608,sIr - k@l - zax
circustent,sɪr - kɵ - stɛnt,8,2.30974483630608,sIr - k}s - tEnt
circusartiest,sɪr - ky - zɑr - tist,8,2.30974483630608,sIr - k}s - Ar - tist
circulaire,sɪr - ky - lɛː - rə,8,2.30974483630608,sIr - ky - l) - r@
chinchilla,ʃɪnx - ɪ - laː,8,2.30974483630608,tSIn - tSI - la
cherubijn,ʃɪː - ry - bɛ - ɪn,8,2.30974483630608,xe - ry - bKn
chargeren,ʃɑr - ʒɪː - rən,8,2.30974483630608,SAr - Ze - r@
cementfabriek,seː - mənt - fɑ - brik,8,2.30974483630608,s@ - mEnt - fA - brik
celgroei,sɛl - ɣruj,8,2.30974483630608,sEl - Gruj
celdeling,sɛl - də - lɪŋ,8,2.30974483630608,sEl - de - lIN
cayennepeper,kaː - jə - neː - pə - pər,8,2.30974483630608,kA - jE - n@ - pe - p@r
causaliteit,kʌʊ - zaː - li - tɛ - ɪt,8,2.30974483630608,kM - sa - li - tKt
cassettedeck,kɑ - sɛ - teː - dɛk,8,2.30974483630608,kA - sE - t@ - dEk
cartograaf,kɑr - tɔ - ɣraːf,8,2.30974483630608,kAr - to - Graf
calico,kaː - li - koː,8,2.30974483630608,ka - li - ko
calculus,kɑl - ky - lɵs,8,2.30974483630608,kAl - ky - l}s
buut,byt,8,2.30974483630608,byt
burgerluchtvaart,bɵr - ɣər - lɵxt - vaːrt,8,2.30974483630608,b}r - G@r - l}xt - fart
buitensporigheid,bœy - tən - spoː - rəxh - ɛ - ɪt,8,2.30974483630608,bL - t@ - spo - r@x - hKt
buitengaan,bœy - tən - ɣaːn,8,2.30974483630608,bL - t@ - Gan
buikdansen,bœyɡ - dɑn - sən,8,2.30974483630608,bLg - dAn - s@
brokaat,broː - kaːt,8,2.30974483630608,bro - kat
broekpak,bruk - pɑk,8,2.30974483630608,bruk - pAk
brandstoftank,brɑnd - stɔf - tɑŋk,8,2.30974483630608,brAnt - stOf - tENk
branddeur,brɑn - døːr,8,2.30974483630608,brAn - d|r
brandbom,brɑnd - bɔm,8,2.30974483630608,brAnd - bOm
bouwvergunning,bʌʊ - vər - ɣɵ - nɪŋ,8,2.30974483630608,bMw - v@r - G} - nIN
bouwmateriaal,bʌʊ - maː - tɪː - ri - aːl,8,2.30974483630608,bMw - ma - te - ri - jal
bouwjaar,bʌʊ - jaːr,8,2.30974483630608,bMw - jar
botterik,bɔ - tɪː - rɪk,8,2.30974483630608,bO - t@ - rIk
bospad,bɔ - spɑt,8,2.30974483630608,bOs - pAt
borstzak,bɔrst - zɑk,8,2.30974483630608,bOrst - sAk
bopper,bɔ - pər,8,2.30974483630608,bO - p@r
boottocht,boː - tɔxt,8,2.30974483630608,bo - tOxt
boormachine,bɔːr - maː - ʃi - nə,8,2.30974483630608,bor - mA - Si - n@
boodschappentas,boːd - sxɑ - pɛn - tɑs,8,2.30974483630608,bot - sxA - p@ - tAs
boekweit,buk - ʋɛ - ɪt,8,2.30974483630608,buk - wKt
bock,bɔk,8,2.30974483630608,bOk
blunderen,blɵn - də - rən,8,2.30974483630608,bl}n - d@ - r@
blonderen,blɔn - dɪː - rən,8,2.30974483630608,blOn - de - r@
bloezen,blu - zən,8,2.30974483630608,blu - z@
bloedwijn,blud - ʋɛ - ɪn,8,2.30974483630608,blud - wKn
bloeder,blu - dər,8,2.30974483630608,blu - d@r
blijspel,blɛ - ɪ - spɛl,8,2.30974483630608,blK - spEl
bladerdeeg,blaː - dər - deːx,8,2.30974483630608,bla - d@r - dex
blaaskaken,blaː - skaː - kən,8,2.30974483630608,blas - ka - k@
binnenplein,bɪ - nən - plɛ - ɪn,8,2.30974483630608,bI - n@ - plKn
binnenkomer,bɪ - nən - koː - mər,8,2.30974483630608,bI - n@ - ko - m@r
binnenhuisarchitectuur,bɪ - nənh - œy - zɑrx - i - tɛk - tyr,8,2.30974483630608,bI - n@ - hLs - Ar - Zi - tEk - tyr
binnenhof,bɪ - nənh - ɔf,8,2.30974483630608,bI - n@ - hOf
binnenglippen,bɪ - nən - ɣlɪ - pən,8,2.30974483630608,bI - n@ - GlI - p@
bijtijds,bɛ - ɪ - tɛ - ɪts,8,2.30974483630608,bK - tKts
bijsturen,bɛ - ɪ - sty - rən,8,2.30974483630608,bK - sty - r@
biggen,bɪ - ɣən,8,2.30974483630608,bI - G@
bierfles,bir - flɛs,8,2.30974483630608,bir - flEs
biechtgeheim,bixt - ɣəh - ɛ - ɪm,8,2.30974483630608,bixt - x@ - hKm
bezwaarlijk,bəz - ʋaːr - lək,8,2.30974483630608,b@ - zwar - l@k
bezoeking,bə - zu - kɪŋ,8,2.30974483630608,b@ - zu - kIN
bezoekersruimte,bə - zu - kərs - rœym - tə,8,2.30974483630608,b@ - zu - k@rs - rLm - t@
bezoedeling,bə - zu - də - lɪŋ,8,2.30974483630608,b@ - zu - d@ - lIN
bezingen,bə - zɪŋ - ən,8,2.30974483630608,b@ - zI - N@
beweegreden,bə - ʋeː - ɣreː - dən,8,2.30974483630608,b@ - weG - re - d@
bevorderlijk,bə - vɔr - dər - lək,8,2.30974483630608,b@ - vOr - d@r - l@k
bevelvoering,bə - vɛl - vu - rɪŋ,8,2.30974483630608,b@ - vEl - vu - rIN
beuker,bøː - kər,8,2.30974483630608,b| - k@r
betonmolen,bə - tɔn - moː - lən,8,2.30974483630608,b@ - tOn - mo - l@
betichten,bə - tɪx - tən,8,2.30974483630608,b@ - tIx - t@
bestialiteit,bɛ - sti - aː - li - tɛ - ɪt,8,2.30974483630608,bEs - ti - ja - li - tKt
besteding,bə - steː - dɪŋ,8,2.30974483630608,b@ - ste - dIN
besprenkelen,bə - sprɛŋ - kə - lən,8,2.30974483630608,b@ - sprEN - k@ - l@
beschoren,bə - sxoː - rən,8,2.30974483630608,b@ - sxo - r@
beroepsethiek,bə - rup - sɛ - tik,8,2.30974483630608,b@ - rups - e - tik
bergop,bər - ɣɔp,8,2.30974483630608,bErG - Op
benzeen,bən - zeːn,8,2.30974483630608,bEn - zen
bemoedigen,bə - mu - də - ɣən,8,2.30974483630608,b@ - mu - d@ - G@
bemiddeling,bə - mɪ - də - lɪŋ,8,2.30974483630608,b@ - mI - d@ - lIN
belust,bə - lɵst,8,2.30974483630608,b@ - l}st
bellefleur,bɛ - lɛ - fløːr,8,2.30974483630608,bE - l@ - fl|r
belegen,bə - leː - ɣən,8,2.30974483630608,b@ - le - G@
belastingvoordeel,bə - lɑ - stɪŋ - vɔːr - deːl,8,2.30974483630608,b@ - lAs - tIN - vor - del
belastingfraude,bə - lɑ - stɪŋ - frʌʊ - də,8,2.30974483630608,b@ - lAs - tIN - frM - d@
bekokstoven,bə - kɔk - stoː - vən,8,2.30974483630608,b@ - kOk - sto - v@
bejubelen,bə - jy - bə - lən,8,2.30974483630608,b@ - jy - b@ - l@
behoef,bəh - uf,8,2.30974483630608,b@ - huf
begrensd,bə - ɣrɛnst,8,2.30974483630608,b@ - GrEnst
beenbreuk,beːn - brøːk,8,2.30974483630608,bem - br|k
bedrijvigheid,bə - drɛ - ɪ - vəxh - ɛ - ɪt,8,2.30974483630608,b@ - drK - v@x - hKt
bedrijfswinkel,bə - drɛ - ɪfs - ʋɪŋ - kəl,8,2.30974483630608,b@ - drKfs - wIN - k@l
bedrevenheid,bə - dreː - vənh - ɛ - ɪt,8,2.30974483630608,b@ - dre - v@ - hKt
bedompt,bə - dɔmpt,8,2.30974483630608,b@ - dOmpt
bedenkelijk,bə - dɛŋ - kə - lək,8,2.30974483630608,b@ - dEN - k@ - l@k
bastaardhond,bɑ - staːrdh - ɔnt,8,2.30974483630608,bAs - tart - hOnt
baspartij,bɑ - spɑr - tɛ - ɪ,8,2.30974483630608,bAs - pAr - tK
basisregel,baː - zɪs - rə - ɣɛl,8,2.30974483630608,ba - z@s - re - G@l
basisprincipe,baː - zɪ - sprɪn - si - pə,8,2.30974483630608,ba - s@s - prIn - si - p@
barium,baː - ri - ɵm,8,2.30974483630608,ba - ri - j}m
bankcheque,bɑŋkx - ək,8,2.30974483630608,bANk - SEk
bande,bɑn - də,8,2.30974483630608,bAn - d@
balspel,bɑl - spɛl,8,2.30974483630608,bAl - spEl
balseming,bɑl - sə - mɪŋ,8,2.30974483630608,bAl - s@ - mIN
bakvis,bɑk - vɪs,8,2.30974483630608,bAk - fIs
bakkeleien,bɑ - kə - lɛ - ɪ - ən,8,2.30974483630608,bA - k@ - lK - j@
badschuim,bɑd - sxœym,8,2.30974483630608,bAt - sxLm
baarmoederhals,baːr - mu - dɛrh - ɑls,8,2.30974483630608,bar - mu - d@r - hAls
baaien,baː - jən,8,2.30974483630608,ba - j@
averij,aː - və - rɛ - ɪ,8,2.30974483630608,a - v@ - rK
automatisme,ʌʊ - toː - maː - tɪ - smə,8,2.30974483630608,M - to - ma - tIs - m@
atoomoorlog,aː - toː - mɔːr - lɔx,8,2.30974483630608,a - tom - or - lOx
atoomkracht,aː - toːm - krɑxt,8,2.30974483630608,a - tom - krAxt
astraal,ɑ - straːl,8,2.30974483630608,As - tral
arbeiderspartij,ɑr - bɛ - ɪ - dɛr - spɑr - tɛ - ɪ,8,2.30974483630608,Ar - bK - d@rs - pAr - tK
appetijtelijk,ɑ - pə - tɛ - ɪ - tə - lək,8,2.30974483630608,A - p@ - tK - t@ - l@k
ansicht,ɑn - sɪxt,8,2.30974483630608,An - sIxt
ambtenarij,ɑmb - tə - naː - rɛ - ɪ,8,2.30974483630608,Am - t@ - na - rK
ambiance,ɑm - bi - ɑn - sə,8,2.30974483630608,Am - bi - jAn - s@
amateurtoneel,aː - maː - tøːr - toː - neːl,8,2.30974483630608,a - ma - t|r - to - nel
alcoholvergiftiging,ɑl - koːh - ɔl - vər - ɣɪf - ti - ɣɪŋ,8,2.30974483630608,Al - ko - hOl - v@r - GIf - t@ - GIN
alcoholprobleem,ɑl - koːh - ɔl - prɔ - bleːm,8,2.30974483630608,Al - ko - hOl - pro - blem
afzwaaien,ɑfz - ʋaː - jən,8,2.30974483630608,Af - swa - j@
aftrekpost,ɑf - trɛk - pɔst,8,2.30974483630608,Af - trEk - pOst
aftekenen,ɑf - teː - kə - nən,8,2.30974483630608,Af - te - k@ - n@
afstropen,ɑf - stroː - pən,8,2.30974483630608,Af - stro - p@
afsnauwen,ɑf - snʌʊ - ən,8,2.30974483630608,Af - snM - w@
afsloten,ɑf - sloː - tən,8,2.30974483630608,Af - slo - t@
afscheidsgeschenk,ɑf - sxɛ - ɪd - sxɛ - sxɛŋk,8,2.30974483630608,Af - sxKts - x@ - sxENk
afroep,ɑ - frup,8,2.30974483630608,Af - rup
afkondigen,ɑf - kɔn - də - ɣən,8,2.30974483630608,Af - kOn - d@ - G@
afgoderij,ɑf - ɣoː - də - rɛ - ɪ,8,2.30974483630608,Af - xo - d@ - rK
affiniteit,ɑf - fi - ni - tɛ - ɪt,8,2.30974483630608,A - fi - ni - tKt
afbluffen,ɑf - blɵ - fən,8,2.30974483630608,Av - bl} - f@
afblaffen,ɑf - blɑ - fən,8,2.30974483630608,Av - blA - f@
adoreren,aː - doː - rɪː - rən,8,2.30974483630608,a - do - re - r@
adolescentie,aː - doː - lɛ - sɛnt - si,8,2.30974483630608,a - do - l@ - sEn - si
adolescent,aː - doː - lɛ - sɛnt,8,2.30974483630608,a - do - l@ - sEnt
achttienhonderd,ɑx - tinh - ɔn - dərt,8,2.30974483630608,Ax - tin - hOn - d@rt
achterwiel,ɑx - tər - ʋil,8,2.30974483630608,Ax - t@r - wil
achteruitrijden,ɑx - tɪː - rœy - trɛ - ɪ - dən,8,2.30974483630608,Ax - t@r - Lt - rK - d@
achteruitgaan,ɑx - tɪː - rœyt - ɣaːn,8,2.30974483630608,Ax - t@r - Lt - xan
achtergrondgeluid,ɑx - tər - ɣrɔnd - ɣə - lœyt,8,2.30974483630608,Ax - t@r - GrOnt - x@ - lLt
accuratesse,ɑk - ky - raː - tɛ - sə,8,2.30974483630608,A - ky - ra - tE - s@
accounting,ɑk - kʌʊn - tɪŋ,8,2.30974483630608,A - kMn - tIN
acclimatiseren,ɑk - kli - maː - ti - zɪː - rən,8,2.30974483630608,A - kli - ma - ti - ze - r@
absurditeit,ɑb - sɵr - di - tɛ - ɪt,8,2.30974483630608,Ap - s}r - di - tKt
abstinentie,ɑb - sti - nɛnt - si,8,2.30974483630608,Ap - sti - nEn - si
abolitionist,aː - boː - li - ʃoː - nɪst,8,2.30974483630608,a - bo - li - So - nIst
aardvarken,aːrd - vɑr - kən,8,2.30974483630608,art - fAr - k@
aardschok,aːrd - sxɔk,8,2.30974483630608,art - sxOk
aardedonker,aːr - də - dɔŋ - kər,8,2.30974483630608,ar - d@ - dON - k@r
aardbeienijs,aːrd - bɛ - ɪ - ə - nɛ - ɪs,8,2.30974483630608,ard - bK - j@ - Ks
aanvatten,aːn - vɑ - tən,8,2.30974483630608,an - vA - t@
aantrekkelijkheid,aːn - trɛ - kə - ləkh - ɛ - ɪt,8,2.30974483630608,an - trE - k@ - l@k - hKt
aantikken,aːn - tɪ - kən,8,2.30974483630608,an - tI - k@
aanpassingsvermogen,aːn - pɑ - sɪŋ - sfər - moː - ɣən,8,2.30974483630608,am - pA - sINs - f@r - mo - G@
aanmeldingsformulier,aːn - mɛl - dɪŋ - sfɔr - my - lir,8,2.30974483630608,an - mEl - dINs - fOr - my - lir
aanmaak,aːn - maːk,8,2.30974483630608,an - mak
aankoppelen,aːn - kɔ - pə - lən,8,2.30974483630608,aN - kO - p@ - l@
aangrenzend,aːn - ɣrɛn - zənt,8,2.30974483630608,aN - GrEn - z@nt
aandurven,aːn - dɵr - vən,8,2.30974483630608,an - d}r - v@
aandeelhoudersvergadering,aːn - deːlh - ʌʊ - dɛr - sfər - ɣaː - dɪː - rɪŋ,8,2.30974483630608,an - del - hM - d@rs - f@r - Ga - d@ - rIN
zwezerik,zʋeː - zɪː - rɪk,7,2.258592313858698,zwe - z@ - rIk
zwemkampioen,zʋɛm - kɑm - pi - un,7,2.258592313858698,zwEm - kAm - pi - jun
zweetvoeten,zʋeːt - vu - tən,7,2.258592313858698,zwet - fu - t@
zweepslag,zʋeːp - slɑx,7,2.258592313858698,zwep - slAx
zwarthemden,zʋɑr - tɛm - dən,7,2.258592313858698,zwArt - hEm - d@
zwam,zʋɑm,7,2.258592313858698,zwAm
zuren,zy - rən,7,2.258592313858698,zy - r@
zuidzuidoost,zœyt - zœy - toːst,7,2.258592313858698,zLt - sLd - ost
zuidzijde,zœyt - zɛ - ɪ - də,7,2.258592313858698,zLt - sK - d@
zuidwester,zœyt - ʋɛ - stər,7,2.258592313858698,zLd - wEs - t@r
zuiders,zœy - tərs,7,2.258592313858698,zL - d@rs
zonnepaneel,zɔ - nə - paː - neːl,7,2.258592313858698,zO - n@ - pa - nel
zonnekoning,zɔ - nə - koː - nɪŋ,7,2.258592313858698,zO - n@ - ko - nIN
zomernacht,zoː - mər - nɑxt,7,2.258592313858698,zo - m@r - nAxt
zomen,zoː - mən,7,2.258592313858698,zo - m@
zog,zɔx,7,2.258592313858698,zOx
zoethout,zu - tʌʊt,7,2.258592313858698,zut - hMt
zoef,zuf,7,2.258592313858698,zuf
zitvlak,zɪt - vlɑk,7,2.258592313858698,zIt - flAk
zigeunermeisje,zi - ɣøː - nɛr - mɛ - ɪs - jə,7,2.258592313858698,zi - G| - n@r - mKs - j@
zetting,zɛ - tɪŋ,7,2.258592313858698,zE - tIN
zestienhonderd,zɛ - stinh - ɔn - dərt,7,2.258592313858698,zEs - tin - hOn - d@rt
zeshonderdduizend,zɛsh - ɔn - dɛr - dœy - zənt,7,2.258592313858698,zEs - hOn - d@r - dL - z@nt
zerk,zɛrk,7,2.258592313858698,zErk
zenuwsysteem,zeː - nyʊ - sɪ - steːm,7,2.258592313858698,ze - nyw - sis - tem
zeloot,zeː - loːt,7,2.258592313858698,ze - lot
zelfgenoegzaamheid,zɛlf - ɣə - nuɣ - zaːmh - ɛ - ɪt,7,2.258592313858698,zElf - x@ - nux - sam - hKt
zeewind,zeː - ʋɪnt,7,2.258592313858698,ze - wInt
zeebanket,zeː - bɑŋ - kɛt,7,2.258592313858698,ze - bAN - kEt
zeearend,zeː - aː - rənt,7,2.258592313858698,ze - a - r@nt
zedenpreek,zeː - dən - preːk,7,2.258592313858698,ze - d@ - prek
zedeloos,zeː - də - loːs,7,2.258592313858698,ze - d@ - los
zangstem,zɑŋ - stəm,7,2.258592313858698,zAN - stEm
zandpad,zɑnd - pɑt,7,2.258592313858698,zAnt - pAt
zanderig,zɑn - də - rəx,7,2.258592313858698,zAn - d@ - r@x
zaklopen,zɑ - kloː - pən,7,2.258592313858698,zAk - lo - p@
zaklantaren,zɑ - klɑn - taː - rən,7,2.258592313858698,zAk - lAn - ta - r@
zakenbespreking,zaː - kən - bɛ - sprə - kɪŋ,7,2.258592313858698,za - k@ - b@ - spre - kIN
zaakvoerder,zaːk - vur - dər,7,2.258592313858698,zak - fur - d@r
zaadlozing,zaːd - loː - zɪŋ,7,2.258592313858698,zad - lo - zIN
wrong,vrɔŋ,7,2.258592313858698,wrON
woonst,ʋoːnst,7,2.258592313858698,wonst
woonomgeving,ʋoː - nɔm - ɣeː - vɪŋ,7,2.258592313858698,won - Om - Ge - vIN
wonderwel,ʋɔn - dər - ʋɛl,7,2.258592313858698,wOn - d@r - wEl
wonderolie,ʋɔn - dɪː - roː - li,7,2.258592313858698,wOn - d@r - o - li
wolkbreuk,ʋɔlk - brøːk,7,2.258592313858698,wOlg - br|k
without,ʋɪ - tʌʊt,7,2.258592313858698,wIt - hMt
winterdag,ʋɪn - tər - dɑx,7,2.258592313858698,wIn - t@r - dAx
winstdeling,ʋɪn - stə - lɪŋ,7,2.258592313858698,wInz - de - lIN
winkelstraat,ʋɪŋ - kəl - straːt,7,2.258592313858698,wIN - k@l - strat
winkelgalerij,ʋɪŋ - kɛl - ɣaː - lə - rɛ - ɪ,7,2.258592313858698,wIN - k@l - GA - l@ - rK
wikken,ʋɪ - kən,7,2.258592313858698,wI - k@
wijnrank,ʋɛ - ɪn - rɑŋk,7,2.258592313858698,wKn - rANk
wijnboer,ʋɛ - ɪn - bur,7,2.258592313858698,wKm - bur
wever,ʋeː - vər,7,2.258592313858698,we - v@r
wetsontwerp,ʋɛt - sɔnt - ʋɛrp,7,2.258592313858698,wEts - Ont - wErp
westenwind,ʋɛ - stɛn - ʋɪnt,7,2.258592313858698,wEs - t@ - wInt
werktafel,ʋɛrk - taː - fəl,7,2.258592313858698,wErk - ta - f@l
werkgeefster,ʋɛrk - ɣeːf - stər,7,2.258592313858698,wErk - xef - st@r
wereldtentoonstelling,ʋɪː - rəlt - tɛn - toːn - stɛ - lɪŋ,7,2.258592313858698,we - r@l - tEn - ton - stE - lIN
wenskaart,ʋɛn - skaːrt,7,2.258592313858698,wEns - kart
welsprekendheid,ʋɛl - sprə - kəndh - ɛ - ɪt,7,2.258592313858698,wEl - spre - k@nt - hKt
welgevallen,ʋɛl - ɣə - vɑ - lən,7,2.258592313858698,wEl - G@ - vA - l@
weldaad,ʋɛl - daːt,7,2.258592313858698,wEl - dat
wekdienst,ʋɛɡ - dinst,7,2.258592313858698,wEg - dinst
weidegrond,ʋɛ - ɪ - dɛ - ɣrɔnt,7,2.258592313858698,wK - d@ - GrOnt
wegwaaien,ʋɛɣ - ʋaː - jən,7,2.258592313858698,wEG - wa - j@
wegsteken,ʋɛx - steː - kən,7,2.258592313858698,wEx - ste - k@
wegsmijten,ʋɛx - smɛ - ɪ - tən,7,2.258592313858698,wEx - smK - t@
wegsmelten,ʋɛx - smɛl - tən,7,2.258592313858698,wEx - smEl - t@
wegslaan,ʋɛx - slaːn,7,2.258592313858698,wEx - slan
wegschieten,ʋɛx - sxi - tən,7,2.258592313858698,wEx - sxi - t@
wegmoffelen,ʋɛɣ - mɔ - fə - lən,7,2.258592313858698,wEG - mO - f@ - l@
weggevertje,ʋɛɣ - ɣeː - vɛrtʲ - ə,7,2.258592313858698,wE - Ge - v@r - tj@
weergalmen,ʋɪːr - ɣɑl - mən,7,2.258592313858698,wer - GAl - m@
weel,ʋeːl,7,2.258592313858698,wel
weegs,ʋeːxs,7,2.258592313858698,wexs
weegbree,ʋeːɣ - breː,7,2.258592313858698,weG - bre
waterzak,ʋaː - tər - zɑk,7,2.258592313858698,wa - t@r - zAk
waterreservoir,ʋaː - tər - reː - zɛrvw - aːr,7,2.258592313858698,wa - t@ - re - z@r - vwar
waterrad,ʋaː - tər - rɑt,7,2.258592313858698,wa - t@ - rAt
waterkraan,ʋaː - tər - kraːn,7,2.258592313858698,wa - t@r - kran
waterkanon,ʋaː - tər - kaː - nɔn,7,2.258592313858698,wa - t@r - ka - nOn
waterbak,ʋaː - tər - bɑk,7,2.258592313858698,wa - t@r - bAk
warming,ʋɑr - mɪŋ,7,2.258592313858698,wAr - mIN
wapenfeit,ʋaː - pən - fɛ - ɪt,7,2.258592313858698,wa - p@n - fKt
wangedrocht,ʋɑŋ - ɣə - drɔxt,7,2.258592313858698,wAN - G@ - drOxt
walm,ʋɑlm,7,2.258592313858698,wAlm
waardebon,ʋaːr - də - bɔn,7,2.258592313858698,war - d@ - bOn
waagstuk,ʋaːx - stɵk,7,2.258592313858698,wax - st}k
waaghalzerij,ʋaːxh - ɑl - zə - rɛ - ɪ,7,2.258592313858698,wax - hAl - z@ - rK
vuurstenen,vyr - steː - nən,7,2.258592313858698,vyr - ste - n@
vuursteen,vyr - steːn,7,2.258592313858698,vyr - sten
vulva,vɵl - vaː,7,2.258592313858698,v}l - va
vuistregel,vœy - strə - ɣɛl,7,2.258592313858698,vLst - re - G@l
vruchteloos,vrɵx - tə - loːs,7,2.258592313858698,vr}x - t@ - los
vrouwenvlees,vrʌʊ - ən - vleːs,7,2.258592313858698,vrM - w@ - vles
vrouwenbond,vrʌʊ - ən - bɔnt,7,2.258592313858698,vrM - w@ - bOnt
vredigheid,vreː - dəxh - ɛ - ɪt,7,2.258592313858698,vre - d@x - hKt
vrachtlijst,vrɑxt - lɛ - ɪst,7,2.258592313858698,vrAxt - lKst
