Word,IPA,Syllables
dergelijk,dˈɛrɣələk,dɛr - ɣə - lək
etaleur,ˌeːtaːlˈøːr,eː - taː - løːr
ahoy,ˈaːhoːˌi,aːh - oː - i
marco,mˈɑrkoː,mɑr - koː
afloop,ˈɑflˌoːp,ɑ - floːp
brede,brˈeːdə,breː - də
binnenkwam,bˈɪnənkʋˌɑm,bɪ - nənk - ʋɑm
taart,tˈaːrt,taːrt
ontworpen,ɔntʋˈɔrpən,ɔnt - ʋɔr - pən
arme,ˈɑrmə,ɑr - mə
week,ʋˈeːk,ʋeːk
toonden,tˈoːndən,toːn - dən
vervelend,vərvˈeːlənt,vər - veː - lənt
eigenaar,ˈɛɪɣənˌaːr,ɛɪ - ɣə - naːr
duidelijk,dˈœydələk,dœy - də - lək
zin,zˈɪn,zɪn
halverwege,hˌɑlvərʋˈeːɣə,hɑl - vər - ʋeː - ɣə
details,deːtˈɑjs,deː - tɑjs
boer,bˈur,bur
geen,ɣˈeːn,ɣeːn
schotel,sxˈoːtəl,sxoː - təl
beschrijft,bəsxrˈɛɪft,bəsx - rɛɪft
maakten,mˈaːktən,maːk - tən
diamant,dˌiaːmˈɑnt,di - aː - mɑnt
detective,dˈeːtɛktˌivə,deː - tɛk - ti - və
zilveren,zˈɪlvərən,zɪl - və - rən
zwerver,zʋˈɛrvər,zʋɛr - vər
modieuze,mˌoːdijˈøːzə,moː - di - jøː - zə
onze,ɔnzˈə,ɔn - zə
bandage,bɑndˈaːʒə,bɑn - daː - ʒə
grove,ɣrˈoːvə,ɣroː - və
last,lˈɑst,lɑst
zoals,zoːˈɑls,zoː - ɑls
werkt,ʋˈɛrkt,ʋɛrkt
bedreigd,bədrˈɛɪxt,bə - drɛɪxt
voor,vˈɔːr,vɔːr
sprookje,sprˈoːkjə,sproːk - jə
bloeien,blˈujən,blu - jən
wegens,ʋˈeːɣəns,ʋeː - ɣəns
kasteel,kɑstˈeːl,kɑ - steːl
grootvader,ɣrˈoːtvaːdər,ɣroːt - vaː - dər
huidige,hˈœydəɣə,hœy - də - ɣə
robert,rˈoːbɛrt,roː - bɛrt
hield,hˈilt,hilt
avondeten,ˌaːvɔndˈeːtən,aː - vɔn - deː - tən
assistent,ˌɑsɪstˈɛnt,ɑ - sɪ - stɛnt
rotterdam,rˈɔtərdˌɑm,rɔ - tər - dɑm
overwinning,ˌoːvərʋˈɪnɪŋ,oː - vər - ʋɪ - nɪŋ
lachen,lˈɑxən,lɑx - ən
politiek,pˌoːlitˈik,poː - li - tik
bekendheid,bəkˈɛndhɛɪt,bə - kɛn - dhɛɪt
nico,nˈikoː,ni - koː
docenten,doːsˈɛntən,doː - sɛn - tən
mijn,mˈɛɪn,mɛɪn
los,lˈɔs,lɔs
kristal,krˈɪstɑl,krɪ - stɑl
lezers,lˈeːzərs,leː - zərs
avonduren,ˌaːvɔndˈyrən,aː - vɔn - dy - rən
keuken,kˈøːkən,køː - kən
mis,mˈɪs,mɪs
basketbal,bˈɑskɛtbˌɑl,bɑ - skɛt - bɑl
zware,zʋˈaːrə,zʋaː - rə
won,ʋˈɔn,ʋɔn
dierentuin,dˈirəntˌœyn,di - rən - tœyn
glazen,ɣlˈaːzən,ɣlaː - zən
gebeuren,ɣəbˈøːrən,ɣə - bøː - rən
zusjes,zˈɵsjəs,zɵs - jəs
handlanger,hˈɑndlɑŋər,hɑnd - lɑŋ - ər
we,ʋˈə,ʋə
ruiter,rˈœytər,rœy - tər
vastzittende,vˈɑstzɪtəndə,vɑst - zɪ - tən - də
tempel,tˈɛmpəl,tɛm - pəl
dooier,dˈoːjər,doː - jər
verlaging,vərlˈaːɣɪŋ,vər - laː - ɣɪŋ
winkels,ʋˈɪŋkəls,ʋɪŋ - kəls
danser,dˈɑnsər,dɑn - sər
employee,ˌɛmploːiˈeː,ɛm - ploː - i - eː
ton,tˈɔn,tɔn
kleurde,klˈøːrdə,kløːr - də
china,ʃˈinaː,ʃi - naː
behandelde,bəhˈɑndəldə,bəh - ɑn - dəl - də
uitsmijter,ˈœytsmˌɛɪtər,œyt - smɛɪ - tər
zakdoek,zɑɡdˈuk,zɑɡ - duk
moest,mˈust,must
boerin,bˈurɪn,bu - rɪn
zeer,zˈɪːr,zɪːr
rekent,rˈeːkənt,reː - kənt
doet,dˈut,dut
plant,plˈɑnt,plɑnt
kinderen,kˈɪndərən,kɪn - də - rən
stil,stˈɪl,stɪl
hadden,hˈɑdən,hɑ - dən
afschudt,ˈɑfsxˌɵt,ɑf - sxɵt
rozen,rˈoːzən,roː - zən
moeder,mˈudər,mu - dər
dorpje,dˈɔrpjə,dɔrp - jə
pillen,pˈɪlən,pɪ - lən
karige,kˈaːrəɣə,kaː - rə - ɣə
alleen,ɑlˈeːn,ɑ - leːn
gisteren,ɣˈɪstərən,ɣɪ - stə - rən
mentale,mɛntˈaːlə,mɛn - taː - lə
trui,trˈœy,trœy
examinator,ˌɛksaːminˈaːtɔr,ɛk - saː - mi - naː - tɔr
vloog,vlˈoːx,vloːx
schilder,sxˈɪldər,sxɪl - dər
basketballers,bˈɑskɛtbˌɑlərs,bɑ - skɛt - bɑ - lərs
langs,lˈɑŋs,lɑŋs
helaas,heːlˈaːs,heː - laːs
contact,kˈɔntɑkt,kɔn - tɑkt
kijken,kˈɛɪkən,kɛɪ - kən
gestolen,ɣəstˈoːlən,ɣə - stoː - lən
betere,bˈeːtərə,beː - tə - rə
haagse,hˈaːxsə,haːx - sə
opgelucht,ˈɔpɣəlˌɵxt,ɔp - ɣə - lɵxt
talentvolle,tˈaːləntvˌɔlə,taː - lənt - vɔ - lə
voorspelde,vˈɔːrspɛldə,vɔːr - spɛl - də
bezeerd,bəzˈɪːrt,bə - zɪːrt
besteld,bəstˈɛlt,bə - stɛlt
aaien,ˈaːjən,aː - jən
zielige,zˈiləɣə,zi - lə - ɣə
diafragma,dˌiɑfrˈɑɣmaː,di - ɑ - frɑɣ - maː
lange,lˈɑŋə,lɑŋ - ə
arresteerde,ˌɑɾrɛstˈɪrdə,ɑɾ - rɛ - stɪr - də
buffet,byfˈɛt,by - fɛt
jungle,jˈɵŋlə,jɵŋ - lə
antwoord,ˈɑntʋɔːrt,ɑnt - ʋɔːrt
japan,jˈaːpɑn,jaː - pɑn
ten,tˈɛn,tɛn
eenvoudige,eːnvˈʌʊdəɣə,eːn - vʌʊ - də - ɣə
slangen,slˈɑŋən,slɑŋ - ən
top,tˈɔp,tɔp
kater,kˈaːtər,kaː - tər
verhitte,vərhˈɪtə,vərh - ɪ - tə
bankier,bɑŋkˈir,bɑŋ - kir
behanger,bəhˈɑŋər,bəh - ɑŋ - ər
sliep,slˈip,slip
pannekoek,pˌɑnəkˈuk,pɑ - nə - kuk
buurman,bˈyrmɑn,byr - mɑn
dranken,drˈɑŋkən,drɑŋ - kən
sterke,stˈɛrkə,stɛr - kə
opbiechtte,ˈɔpbixtə,ɔp - bix - tə
pastoor,pɑstˈoːr,pɑ - stoːr
productie,proːdˈɵksi,proː - dɵk - si
gebruik,ɣəbrˈœyk,ɣə - brœyk
gang,ɣˈɑŋ,ɣɑŋ
handvol,hˈɑndvɔl,hɑnd - vɔl
echter,ˈɛxtər,ɛx - tər
smoesje,smˈusjə,smus - jə
gewoon,ɣəʋˈoːn,ɣə - ʋoːn
bordeel,bɔrdˈeːl,bɔr - deːl
niet,nˈit,nit
hap,hˈɑp,hɑp
belachelijk,bəlˈɑʃlək,bə - lɑ - ʃlək
ondanks,ɔndˈɑŋks,ɔn - dɑŋks
kost,kˈɔst,kɔst
wraak,vrˈaːk,vraːk
tassen,tˈɑsən,tɑ - sən
huilen,hˈœylən,hœy - lən
bedrogen,bədrˈoːɣən,bə - droː - ɣən
nora,nˈoːraː,noː - raː
moeilijke,mˈujləkə,muj - lə - kə
plantjes,plˈɑntʲəs,plɑntʲ - əs
verlichtte,vərlˈɪxtə,vər - lɪx - tə
vorige,vˈoːrəɣə,voː - rə - ɣə
duiven,dˈœyvən,dœy - vən
waarschijnlijk,ʋaːrsxˈɛɪnlək,ʋaːr - sxɛɪn - lək
avondje,ˈaːvɔntjə,aː - vɔnt - jə
brillen,brˈɪlən,brɪ - lən
hoog,hˈoːx,hoːx
schrok,sxrˈɔk,sxrɔk
breekt,brˈeːkt,breːkt
centraal,sɛntrˈaːl,sɛn - traːl
dineetje,dˈineːtʲə,di - neːtʲ - ə
koppel,kˈɔpəl,kɔ - pəl
barkeeper,bˈɑrkeːpər,bɑr - keː - pər
interviewt,ˌɪntərvˈiwt,ɪn - tər - viwt
doorgaans,dɔːrɣˈaːns,dɔːr - ɣaːns
duikers,dˈœykərs,dœy - kərs
paard,pˈaːrt,paːrt
ober,ˈoːbər,oː - bər
ontwerper,ɔntʋˈɛrpər,ɔnt - ʋɛr - pər
irritante,ˌɪɾritˈɑntə,ɪɾ - ri - tɑn - tə
paarse,pˈaːrsə,paːr - sə
markt,mˈɑrkt,mɑrkt
meerdere,mˈɪːrdərə,mɪːr - də - rə
kostbaarheden,kˈɔstbaːrhˌeːdən,kɔst - baːrh - eː - dən
half,hˈɑlf,hɑlf
stellen,stˈɛlən,stɛ - lən
bekken,bˈɛkən,bɛ - kən
toe,tˈu,tu
dikke,dˈɪkə,dɪ - kə
verstopte,vərstˈɔptə,vər - stɔp - tə
presenteert,prˌeːzɛntˈɪrt,preː - zɛn - tɪrt
gaat,ɣˈaːt,ɣaːt
spanje,spˈɑɲə,spɑɲ - ə
griep,ɣrˈip,ɣrip
burgers,bˈɵrɣərs,bɵr - ɣərs
wortels,ʋˈɔrtəls,ʋɔr - təls
negentig,nˈeːɣəntəx,neː - ɣən - təx
verdiende,vərdˈində,vər - din - də
populaire,pˌoːpylˈɛːrə,poː - py - lɛː - rə
indische,ˈɪndˌɪsə,ɪn - dɪ - sə
maakt,mˈaːkt,maːkt
reis,rˈɛɪs,rɛɪs
valt,vˈɑlt,vɑlt
kende,kˈɛndə,kɛn - də
droger,drˈoːɣər,droː - ɣər
balie,baːlˈi,baː - li
stevig,stˈeːvəx,steː - vəx
zoekt,zˈukt,zukt
hockeyer,hˈɔkəˌiər,hɔ - kə - i - ər
uitkijk,ˈœytkˌɛɪk,œyt - kɛɪk
illegale,ˌɪləɣˈaːlə,ɪ - lə - ɣaː - lə
agaat,aːɣˈaːt,aː - ɣaːt
gevatte,ɣəvˈɑtə,ɣə - vɑ - tə
behaalde,bəhˈaːldə,bəh - aːl - də
recht,rˈɛxt,rɛxt
beroving,bərˈoːvɪŋ,bə - roː - vɪŋ
enthousiast,ˌɛntuʒˈɑst,ɛn - tu - ʒɑst
wisselen,ʋˈɪsələn,ʋɪ - sə - lən
bijgelovige,bˈɛɪɣəlˌoːvəɣə,bɛɪ - ɣə - loː - və - ɣə
arriveerde,ˌɑɾrivˈɪrdə,ɑɾ - ri - vɪr - də
verrassen,vərrˈɑsən,vər - rɑ - sən
zie,zˈi,zi
korte,kˈɔrtə,kɔr - tə
keukenkastje,kˈøːkəŋkˌɑstʲə,køː - kəŋ - kɑstʲ - ə
drankjes,drˈɑŋkjəs,drɑŋk - jəs
vroegere,vrˈuɣərə,vru - ɣə - rə
aardige,ˈaːrdəɣə,aːr - də - ɣə
imponerend,ˌɪmpoːnˈɪːrənt,ɪm - poː - nɪː - rənt
eisende,ˈɛɪzəndə,ɛɪ - zən - də
agent,aːɣˈɛnt,aː - ɣɛnt
kansloos,kˈɑnsloːs,kɑn - sloːs
kleine,klˈɛɪnə,klɛɪ - nə
bericht,bərˈɪxt,bə - rɪxt
bellen,bˈɛlən,bɛ - lən
soms,sˈɔms,sɔms
noemen,nˈumən,nu - mən
ontsnapte,ɔntsnˈɑptə,ɔnt - snɑp - tə
vers,vˈɛrs,vɛrs
alweer,ɑlʋˈɪr,ɑl - ʋɪr
wollen,ʋˈɔlən,ʋɔ - lən
beugel,bˈøːɣəl,bøː - ɣəl
angstige,ˈɑŋstəɣə,ɑŋ - stə - ɣə
duikplank,dˈœykplɑŋk,dœyk - plɑŋk
zo,zˈoː,zoː
alcoholist,ˌɑlkoːhoːlˈɪst,ɑl - koːh - oː - lɪst
geschikte,ɣəsxˈɪktə,ɣə - sxɪk - tə
berg,bˈɛrx,bɛrx
doorhad,dˈɔːrhɑt,dɔːrh - ɑt
passanten,pɑsˈɑntən,pɑ - sɑn - tən
bij,bˈɛɪ,bɛɪ
zelden,zˈɛldən,zɛl - dən
alles,ˈɑləs,ɑ - ləs
boven,bˈoːvən,boː - vən
slikte,slˈɪktə,slɪk - tə
kwade,kʋˈaːdə,kʋaː - də
verzamelen,vərzˈaːmələn,vər - zaː - mə - lən
serieus,sˌɪːrijˈøːs,sɪː - ri - jøːs
kerncentrale,kˌɛrnsəntrˈaːlə,kɛrn - sən - traː - lə
protest,prˈoːtɛst,proː - tɛst
scheve,sxˈeːvə,sxeː - və
kantoor,kɑntˈoːr,kɑn - toːr
tribune,trˈibynə,tri - by - nə
vrijstaande,vrˈɛɪstaːndə,vrɛɪ - staːn - də
nuchtere,nˈɵxtərə,nɵx - tə - rə
situatie,sˌityˈaːtsi,si - ty - aːt - si
wieg,ʋˈix,ʋix
klanten,klˈɑntən,klɑn - tən
aankoop,ˈaːnkˌoːp,aːn - koːp
tentje,tˈɛntʲə,tɛntʲ - ə
vrouw,vrˈʌʊ,vrʌʊ
onzekere,ɔnzˈeːkərə,ɔn - zeː - kə - rə
gereden,ɣərˈeːdən,ɣə - reː - dən
spelen,spˈeːlən,speː - lən
blondine,blɔndˈinə,blɔn - di - nə
benieuwd,bənˈiwt,bə - niwt
portier,pɔrtˈir,pɔr - tir
bestelling,bəstˈɛlɪŋ,bə - stɛ - lɪŋ
groep,ɣrˈup,ɣrup
uitgedeeld,ˈœytɣədˌeːlt,œyt - ɣə - deːlt
adviseur,ˌɑdvizˈøːr,ɑd - vi - zøːr
houding,hˈʌʊdɪŋ,hʌʊ - dɪŋ
kocht,kˈɔxt,kɔxt
doodde,dˈoːdə,doː - də
bang,bˈɑŋ,bɑŋ
buskruit,bˈɵskrœyt,bɵ - skrœyt
beurt,bˈøːrt,bøːrt
me,mˈə,mə
versleten,vərslˈeːtən,vər - sleː - tən
consumenten,kˌɔnsymˈɛntən,kɔn - sy - mɛn - tən
opzichter,ˈɔpzˌɪxtər,ɔp - zɪx - tər
dollar,dˈɔlɑr,dɔ - lɑr
meestal,mˈeːstˌɑl,meː - stɑl
toeristen,tˈurˌɪstən,tu - rɪ - stən
kokkin,kˈɔkɪn,kɔ - kɪn
moord,mˈɔːrt,mɔːrt
winnen,ʋˈɪnən,ʋɪ - nən
trok,trˈɔk,trɔk
babbel,bˈɑbəl,bɑ - bəl
beunhaas,bøːnhˈaːs,bøːnh - aːs
rijk,rˈɛɪk,rɛɪk
uren,ˈyrən,y - rən
overleden,ˌoːvərlˈeːdən,oː - vər - leː - dən
onstuimige,ɔnstˈœyməɣə,ɔn - stœy - mə - ɣə
directrice,dˌirɛktrˈisə,di - rɛk - tri - sə
creatief,krˌeːaːtˈif,kreː - aː - tif
grote,ɣrˈoːtə,ɣroː - tə
pakketje,pˈɑkɛtʲə,pɑ - kɛtʲ - ə
manier,maːnˈir,maː - nir
bange,bˈɑŋə,bɑŋ - ə
camping,kˈɑmpɪŋ,kɑm - pɪŋ
schoonzus,sxˈoːnzɵs,sxoːn - zɵs
juni,jˈyni,jy - ni
logeren,loːʒˈɪːrən,loː - ʒɪː - rən
problemen,prɔblˈeːmən,prɔ - bleː - mən
uitvallen,ˈœytvˌɑlən,œyt - vɑ - lən
insloeg,ˈɪnslˌux,ɪn - slux
overtuigt,ˌoːvərtˈœyxt,oː - vər - tœyxt
ring,rˈɪŋ,rɪŋ
verstand,vərstˈɑnt,vər - stɑnt
neem,nˈeːm,neːm
woord,ʋˈɔːrt,ʋɔːrt
graag,ɣrˈaːx,ɣraːx
niks,nˈɪks,nɪks
prachtige,prˈɑxtəɣə,prɑx - tə - ɣə
bruid,brˈœyt,brœyt
baan,bˈaːn,baːn
bolivia,bˈoːlivˌiaː,boː - li - vi - aː
paradijs,pˌaːraːdˈɛɪs,paː - raː - dɛɪs
pukkels,pˈɵkəls,pɵ - kəls
dingen,dˈɪŋən,dɪŋ - ən
vrolijke,vrˈoːləkə,vroː - lə - kə
vader,vˈaːdər,vaː - dər
banket,bɑŋkˈɛt,bɑŋ - kɛt
opspoort,ˈɔpspɔːrt,ɔp - spɔːrt
wrede,vrˈeːdə,vreː - də
wet,ʋˈɛt,ʋɛt
dakloze,dˈɑkloːzə,dɑ - kloː - zə
mona,mˈoːnaː,moː - naː
kwam,kʋˈɑm,kʋɑm
onder,ˈɔndər,ɔn - dər
helm,hˈɛlm,hɛlm
diepe,dˈipə,di - pə
dan,dˈɑn,dɑn
autoweg,ˈʌʊtoːʋˌɛx,ʌʊ - toː - ʋɛx
toerist,tˈurˌɪst,tu - rɪst
tijd,tˈɛɪt,tɛɪt
onlangs,ɔnlˈɑŋs,ɔn - lɑŋs
gevaarlijk,ɣəvˈaːrlək,ɣə - vaːr - lək
gemaakte,ɣəmˈaːktə,ɣə - maːk - tə
gespannen,ɣəspˈɑnən,ɣə - spɑ - nən
tocht,tˈɔxt,tɔxt
bereden,bərˈeːdən,bə - reː - dən
betrokken,bətrˈɔkən,bə - trɔ - kən
sporthelden,spˈɔrthˌɛldən,spɔrth - ɛl - dən
maken,mˈaːkən,maː - kən
discussie,dɪskˈɵsi,dɪ - skɵ - si
hebben,hˈɛbən,hɛ - bən
miljoenen,mˈɪljunən,mɪl - ju - nən
paste,pˈɑstə,pɑ - stə
houden,hˈʌʊdən,hʌʊ - dən
dienst,dˈinst,dinst
vertrouwen,vərtrˈʌʊən,vər - trʌʊ - ən
zitten,zˈɪtən,zɪ - tən
brievenbus,brˈivənbˌɵs,bri - vən - bɵs
suiker,sˈœykər,sœy - kər
enkele,ˈɛŋkələ,ɛŋ - kə - lə
gedicht,ɣədˈɪxt,ɣə - dɪxt
saus,sˈʌʊs,sʌʊs
jongetje,jˈɔŋɛtʲə,jɔŋ - ɛtʲ - ə
uitgedreven,ˈœytɣədrˌeːvən,œyt - ɣə - dreː - vən
begin,bəɣˈɪn,bə - ɣɪn
tornado,tɔrnˈaːdoː,tɔr - naː - doː
open,ˈoːpən,oː - pən
fruit,frˈœyt,frœyt
keek,kˈeːk,keːk
nichtje,nˈɪxtʲə,nɪxtʲ - ə
bijstond,bˈɛɪstˌɔnt,bɛɪ - stɔnt
antieke,ɑntˈikə,ɑn - ti - kə
toast,tˈoːɑst,toː - ɑst
pijp,pˈɛɪp,pɛɪp
onmisbaar,ɔnmɪzbˈaːr,ɔn - mɪz - baːr
hoorde,hˈɔːrdə,hɔːr - də
aanrecht,ˈaːnrˌɛxt,aːn - rɛxt
riskante,rɪskˈɑntə,rɪ - skɑn - tə
lening,lˈeːnɪŋ,leː - nɪŋ
voorzitter,vˈɔːrzɪtər,vɔːr - zɪ - tər
aanleiding,ˈaːnlˌɛɪdɪŋ,aːn - lɛɪ - dɪŋ
dwerg,dʋˈɛrx,dʋɛrx
luxueuze,lˈɵksyˌøːzə,lɵk - sy - øː - zə
spijbelen,spˈɛɪbələn,spɛɪ - bə - lən
wist,ʋˈɪst,ʋɪst
plekje,plˈɛkjə,plɛk - jə
winkel,ʋˈɪŋkəl,ʋɪŋ - kəl
voeten,vˈutən,vu - tən
haatte,hˈaːtə,haː - tə
beroemde,bərˈumdə,bə - rum - də
hotel,hoːtˈɛl,hoː - tɛl
chauffeur,ʃoːfˈøːr,ʃoː - føːr
tekeningen,tˈeːkənˌɪŋən,teː - kə - nɪŋ - ən
gebeld,ɣəbˈɛlt,ɣə - bɛlt
indrukte,ˈɪndrˌɵktə,ɪn - drɵk - tə
patholoog,pˈɑtoːlˌoːx,pɑ - toː - loːx
vreemd,vrˈeːmt,vreːmt
jullie,jɵlˈi,jɵ - li
meisjes,mˈɛɪsjəs,mɛɪs - jəs
spannende,spˈɑnəndə,spɑ - nən - də
belager,bəlˈaːɣər,bə - laː - ɣər
jongeman,jˈɔŋəmˌɑn,jɔŋ - ə - mɑn
strafte,strˈɑftə,strɑf - tə
ontdekt,ɔntdˈɛkt,ɔnt - dɛkt
breekijzer,brˈeːkɛɪzər,breː - kɛɪ - zər
fel,fˈɛl,fɛl
broer,brˈur,brur
mensen,mˈɛnsən,mɛn - sən
gruwelijk,ɣrˈywələk,ɣryw - ə - lək
buiten,bˈœytən,bœy - tən
speelde,spˈeːldə,speːl - də
ontstond,ɔntstˈɔnt,ɔnt - stɔnt
bemachtigen,bəmˈɑxtəɣən,bə - mɑx - tə - ɣən
handicap,hˈɛndikˌɛp,hɛn - di - kɛp
beker,bˈeːkər,beː - kər
pientere,pˈintərə,pin - tə - rə
bekijkt,bəkˈɛɪkt,bə - kɛɪkt
bruine,brˈœynə,brœy - nə
dure,dˈyrə,dy - rə
behoorlijke,bəhˈoːrləkə,bəh - oːr - lə - kə
minister,mˈinɪstər,mi - nɪ - stər
snel,snˈɛl,snɛl
al,ˈɑl,ɑl
overige,ˈoːvərəɣə,oː - və - rə - ɣə
schreeuw,sxrˈeʊ,sxreʊ
jonge,jˈɔŋə,jɔŋ - ə
niets,nˈits,nits
ham,hˈɑm,hɑm
bewegingen,bəʋˈeːɣɪŋən,bə - ʋeː - ɣɪŋ - ən
hier,hˈir,hir
vette,vˈɛtə,vɛ - tə
druk,drˈɵk,drɵk
duizenden,dˈœyzəndən,dœy - zən - dən
na,nˈaː,naː
dertig,dˈɛrtəx,dɛr - təx
beloning,bəlˈoːnɪŋ,bə - loː - nɪŋ
meteen,mɛtˈeːn,mɛ - teːn
toch,tˈɔx,tɔx
stugge,stˈɵɣə,stɵ - ɣə
lees,lˈeːs,leːs
uitdraaide,ˈœytdrˌaːjdə,œyt - draːj - də
bereikten,bərˈɛɪktən,bə - rɛɪk - tən
dansen,dˈɑnsən,dɑn - sən
gaan,ɣˈaːn,ɣaːn
slechte,slˈɛxtə,slɛx - tə
apen,ˈaːpən,aː - pən
staande,stˈaːndə,staːn - də
dankzij,dɑŋkzˈɛɪ,dɑŋk - zɛɪ
heeft,hˈeːft,heːft
vreemde,vrˈeːmdə,vreːm - də
vroege,vrˈuɣə,vru - ɣə
lachte,lˈɑxtə,lɑx - tə
veranderd,vərˈɑndərt,və - rɑn - dərt
buitenlandse,bˈœytənlˌɑndsə,bœy - tən - lɑnd - sə
bestuurder,bəstˈyrdər,bə - styr - dər
tieners,tˈinərs,ti - nərs
beambte,bəˈɑmbtə,bə - ɑmb - tə
naar,nˈaːr,naːr
krant,krˈɑnt,krɑnt
politieman,poːlˈitsimˌɑn,poː - lit - si - mɑn
aannemer,ˈaːnnˌeːmər,aːn - neː - mər
bazin,bˈaːzɪn,baː - zɪn
iets,ˈits,its
gehaaid,ɣəhˈaːjt,ɣəh - aːjt
vloer,vlˈur,vlur
werd,ʋˈɛrt,ʋɛrt
kandidaat,kˌɑndidˈaːt,kɑn - di - daːt
vliegreis,vlˈiɣrɛɪs,vli - ɣrɛɪs
ouderwetse,ˈʌʊdərʋˌɛtsə,ʌʊ - dər - ʋɛt - sə
wijze,ʋˈɛɪzə,ʋɛɪ - zə
bestuur,bəstˈyr,bə - styr
vol,vˈɔl,vɔl
pleidooi,plˈɛɪdoːj,plɛɪ - doːj
eet,ˈeːt,eːt
belegde,bəlˈɛɣdə,bə - lɛɣ - də
deed,dˈeːt,deːt
lucht,lˈɵxt,lɵxt
rechter,rˈɛxtər,rɛx - tər
om,ˈɔm,ɔm
weten,ʋˈeːtən,ʋeː - tən
kruk,krˈɵk,krɵk
docent,doːsˈɛnt,doː - sɛnt
decaan,deːkˈaːn,deː - kaːn
buiging,bˈœyɣɪŋ,bœy - ɣɪŋ
oplettende,ˈɔplˌɛtəndə,ɔ - plɛ - tən - də
elfje,ˈɛlfjə,ɛlf - jə
slachtoffers,slˈɑxtɔfərs,slɑx - tɔ - fərs
maakte,mˈaːktə,maːk - tə
eeuwige,ˈeʊəɣə,eʊ - ə - ɣə
nerveus,nˈɛrvøːs,nɛr - vøːs
pitjes,pˈɪtʲəs,pɪtʲ - əs
vlees,vlˈeːs,vleːs
gewonnen,ɣəʋˈɔnən,ɣə - ʋɔ - nən
simpel,sˈɪmpəl,sɪm - pəl
onderzoek,ˈɔndərzˌuk,ɔn - dər - zuk
scheidt,sxˈɛɪt,sxɛɪt
kritieke,kritˈikə,kri - ti - kə
dossiers,dɔsˈirs,dɔ - sirs
paspop,pˈɑspɔp,pɑ - spɔp
ervaring,ɛrvˈaːrɪŋ,ɛr - vaː - rɪŋ
ria,rˈiaː,ri - aː
verhuizen,vərhˈœyzən,vərh - œy - zən
werken,ʋˈɛrkən,ʋɛr - kən
naam,nˈaːm,naːm
kwaad,kʋˈaːt,kʋaːt
vlak,vlˈɑk,vlɑk
gekozen,ɣəkˈoːzən,ɣə - koː - zən
punaises,pˌynɑjzˈɛs,py - nɑj - zɛs
papegaai,pˈaːpəɣˌaːj,paː - pə - ɣaːj
milieu,mɪljˈøː,mɪl - jøː
trakteren,trɑktˈɪːrən,trɑk - tɪː - rən
potlood,pɔtlˈoːt,pɔt - loːt
uitschold,ˈœytsxˌɔlt,œyt - sxɔlt
verloofde,vərlˈoːvdə,vər - loːv - də
ontstoken,ɔntstˈoːkən,ɔnt - stoː - kən
zakenvrouw,zˈaːkənvrˌʌʊ,zaː - kən - vrʌʊ
geduldige,ɣədˈɵldəɣə,ɣə - dɵl - də - ɣə
gebalde,ɣəbˈɑldə,ɣə - bɑl - də
laatste,lˈaːtstə,laːt - stə
machtige,mˈɑxtəɣə,mɑx - tə - ɣə
aantrekkelijk,ˈaːntrˌɛkələk,aːn - trɛ - kə - lək
vertrok,vərtrˈɔk,vər - trɔk
tomaat,toːmˈaːt,toː - maːt
rechte,rˈɛxtə,rɛx - tə
botsing,bˈɔtsɪŋ,bɔt - sɪŋ
brand,brˈɑnt,brɑnt
reden,rˈeːdən,reː - dən
reporter,rˈeːpɔrtər,reː - pɔr - tər
gehulde,ɣəhˈɵldə,ɣəh - ɵl - də
onpartijdige,ɔnpɑrtˈɛɪdəɣə,ɔn - pɑr - tɛɪ - də - ɣə
coach,kˈoːtʃ,koːtʃ
dictator,dɪktˈaːtɔr,dɪk - taː - tɔr
zus,zˈɵs,zɵs
complicaties,kˌɔmplikˈaːtsis,kɔm - pli - kaːt - sis
vlug,vlˈɵx,vlɵx
stormachtige,stɔrmˈɑxtəɣə,stɔr - mɑx - tə - ɣə
rusten,rˈɵstən,rɵ - stən
zwanger,zʋˈɑŋər,zʋɑŋ - ər
zijden,zˈɛɪdən,zɛɪ - dən
begrafenis,bəɣrˈaːfənˌɪs,bə - ɣraː - fə - nɪs
vertrekken,vərtrˈɛkən,vər - trɛ - kən
plaatste,plˈaːtstə,plaːt - stə
baby,bˈeːbi,beː - bi
feest,fˈeːst,feːst
rekenen,rˈeːkənən,reː - kə - nən
pap,pˈɑp,pɑp
chirurgie,ʃˌirɵrɣˈi,ʃi - rɵr - ɣi
soldaten,sɔldˈaːtən,sɔl - daː - tən
bezoekers,bəzˈukərs,bə - zu - kərs
bediende,bədˈində,bə - din - də
kerk,kˈɛrk,kɛrk
versmaden,vərsmˈaːdən,vər - smaː - dən
beschuldigd,bəsxˈɵldɪxt,bə - sxɵl - dɪxt
enorme,eːnˈɔrmə,eː - nɔr - mə
karwei,kˈɑrʋɛɪ,kɑr - ʋɛɪ
verf,vˈɛrf,vɛrf
doopt,dˈoːpt,doːpt
kronkelig,krˈɔŋkələx,krɔŋ - kə - ləx
jaarlijks,jˈaːrləks,jaːr - ləks
druipende,drˈœypəndə,drœy - pən - də
resultaten,rˌeːzɵltˈaːtən,reː - zɵl - taː - tən
gasten,ɣˈɑstən,ɣɑ - stən
